controller,prototype,episode_id,step,phase,action,diagnosed_skill,question_skill,difficulty,a_eff,p_correct,correct,fail_streak_polynomial,polynomial_correct_streak,remediation_active,remediation_steps_taken,integer_recent_results,ability_integer,ability_fraction,ability_radical,ability_polynomial,delta_integer,delta_fraction,delta_radical,delta_polynomial,terminated,termination_reason
AB1,A,6,6,target,target_only,integer,polynomial,0.6981710369026575,0.6895997560493137,0.48714591164346543,0,4,0,0,0,,0.6754545647304276,0.27282698252548404,0.07657894782103955,0.7215644228545304,0.0,0.0,0.0,0.025902441954265516,0,
AB1,A,6,7,target,target_only,integer,polynomial,0.6566825189952543,0.7077314654172996,0.5759803332702911,0,5,0,0,0,,0.6754545647304276,0.27282698252548404,0.07657894782103955,0.7470685750368848,0.0,0.0,0.0,0.025504152182354446,0,
AB1,A,6,8,target,target_only,integer,polynomial,0.6411552173595877,0.7255843719449477,0.6240032149375525,1,0,1,0,0,,0.6754545647304276,0.27282698252548404,0.07657894782103955,0.8315855419923917,0.0,0.0,0.0,0.0845169669555068,0,
AB1,A,6,9,target,target_only,,polynomial,0.6753723706329207,0.7847462488138024,0.6584159867511302,0,1,0,0,0,,0.6754545647304276,0.27282698252548404,0.07657894782103955,0.8572691167504677,0.0,0.0,0.0,0.025683574758076037,0,
AB1,A,6,10,target,target_only,,polynomial,0.7175852940378195,0.8027247511444556,0.6250026059824311,1,0,1,0,0,,0.6754545647304276,0.27282698252548404,0.07657894782103955,0.9442318461596779,0.0,0.0,0.0,0.08696272940921024,0,
AB1,A,6,11,target,target_only,,polynomial,0.6800586113050299,0.8635986617309028,0.7504924287929985,1,0,2,0,0,,0.6754545647304276,0.27282698252548404,0.07657894782103955,1.0,0.0,0.0,0.0,0.08576187556176096,1,success_threshold
AB1,A,7,1,target,target_only,,polynomial,0.6908970211438172,0.5732631798925789,0.3305268756080296,1,0,1,0,0,,0.7247576703606892,0.322231114190206,0.08790668748691798,0.5944456743685624,0.0,0.0,0.0,0.08610870467660217,0,
AB1,A,7,2,target,target_only,,polynomial,0.7062510800075151,0.6335392731662004,0.3926299110315135,0,1,0,0,0,,0.7247576703606892,0.322231114190206,0.08790668748691798,0.6204256847366346,0.0,0.0,0.0,0.025980010368072144,0,
AB1,A,7,3,target,target_only,,polynomial,0.7078626478630559,0.6517252804238509,0.41658112139546505,0,2,0,0,0,,0.7247576703606892,0.322231114190206,0.08790668748691798,0.64642116615612,0.0,0.0,0.0,0.02599548141948534,0,
AB1,A,7,4,target,target_only,integer,polynomial,0.6300571896127944,0.6699221174174907,0.5595139210972352,1,0,1,0,0,,0.7247576703606892,0.322231114190206,0.08790668748691798,0.7305829962237295,0.0,0.0,0.0,0.08416183006760942,0,
AB1,A,7,5,target,target_only,,polynomial,0.6319476742385832,0.7288353984648174,0.6413725412474154,0,1,0,0,0,,0.7247576703606892,0.322231114190206,0.08790668748691798,0.7558496938964199,0.0,0.0,0.0,0.025266697672690398,0,
AB1,A,7,6,target,target_only,,polynomial,0.7178721877823184,0.7465220868357006,0.5428693369275139,0,2,0,0,0,,0.7247576703606892,0.322231114190206,0.08790668748691798,0.7819412668991301,0.0,0.0,0.0,0.02609157300271026,0,
AB1,A,7,7,target,target_only,integer,polynomial,0.6607514125402661,0.7647861879375978,0.6511751346690755,1,0,1,0,0,,0.7247576703606892,0.322231114190206,0.08790668748691798,0.8670853121004186,0.0,0.0,0.0,0.08514404520128853,0,
AB1,A,7,8,target,target_only,,polynomial,0.717800959920404,0.8243870195784997,0.6546441244785692,0,1,0,0,0,,0.7247576703606892,0.322231114190206,0.08790668748691798,0.8931762013156544,0.0,0.0,0.0,0.026090889215235884,0,
AB1,A,7,9,target,target_only,,polynomial,0.6385653452067879,0.8426506420291648,0.772856564301257,1,0,1,0,0,,0.7247576703606892,0.322231114190206,0.08790668748691798,0.9776102923622717,0.0,0.0,0.0,0.08443409104661723,0,
AB1,A,7,10,target,target_only,,polynomial,0.6369212518468385,0.9017545057617969,0.8304752964685687,1,0,2,0,0,,0.7247576703606892,0.322231114190206,0.08790668748691798,1.0,0.0,0.0,0.0,0.08438148005909885,1,success_threshold
AB1,A,8,1,target,target_only,,polynomial,0.6565056628940059,0.5668767706543134,0.36870570885959164,0,1,0,0,0,,0.7159500657584192,0.2777034878699858,0.09851694268592388,0.5284906699734792,0.0,0.0,0.0,0.02550245436378246,0,
AB1,A,8,2,target,target_only,,polynomial,0.6723137940200887,0.5847284887089611,0.3715642889246656,1,0,1,0,0,,0.7159500657584192,0.2777034878699858,0.09851694268592388,0.614004711382122,0.0,0.0,0.0,0.08551404140864285,0,
AB1,A,8,3,target,target_only,,polynomial,0.6839296088779458,0.6445883176950111,0.44126054997781594,0,1,0,0,0,,0.7159500657584192,0.2777034878699858,0.09851694268592388,0.6397704356273503,0.0,0.0,0.0,0.025765724245228282,0,
AB1,A,8,4,target,target_only,,polynomial,0.6501151063389696,0.6626243246666709,0.5187550239290756,1,0,1,0,0,,0.7159500657584192,0.2777034878699858,0.09851694268592388,0.7245741190301973,0.0,0.0,0.0,0.08480368340284704,0,
AB1,A,8,5,target,target_only,,polynomial,0.7295149356660895,0.7219869030486639,0.4887098704867035,0,1,0,0,0,,0.7159500657584192,0.2777034878699858,0.09851694268592388,0.7507774624125918,0.0,0.0,0.0,0.026203343382394464,0,
AB1,A,8,6,target,target_only,,polynomial,0.6738100083914504,0.74032924341634,0.5984751093538385,1,0,1,0,0,,0.7159500657584192,0.2777034878699858,0.09851694268592388,0.8363393826811182,0.0,0.0,0.0,0.08556192026852642,0,
AB1,A,8,7,target,target_only,,polynomial,0.6421004195868266,0.8002225876043084,0.7208603043488805,1,0,2,0,0,,0.7159500657584192,0.2777034878699858,0.09851694268592388,0.9208865961078967,0.0,0.0,0.0,0.08454721342677847,1,success_threshold
AB1,A,9,1,target,target_only,,polynomial,0.6370993086009034,0.5453346702656197,0.3657280386901463,0,1,0,0,0,,0.6902851337288473,0.305298523107434,0.08380688395579462,0.5085291964296622,0.0,0.0,0.0,0.025316153362568677,0,
AB1,A,9,2,target,target_only,,polynomial,0.6528941783811155,0.5630559776194177,0.36841344290712313,0,2,0,0,0,,0.6902851337288473,0.305298523107434,0.08380688395579462,0.533996980542121,0.0,0.0,0.0,0.02546778411245871,0,
AB1,A,9,3,target,target_only,integer,polynomial,0.7159635400253747,0.5808834264981388,0.3077880749158632,1,0,1,0,0,,0.6902851337288473,0.305298523107434,0.08380688395579462,0.6209078138229329,0.0,0.0,0.0,0.08691083328081199,0,
AB1,A,9,4,target,target_only,,polynomial,0.6538004634368996,0.6417210097947073,0.4818887468554403,0,1,0,0,0,,0.6902851337288473,0.305298523107434,0.08380688395579462,0.6463842982719271,0.0,0.0,0.0,0.025476484448994235,0,
AB1,A,9,5,target,target_only,,polynomial,0.6514236807370439,0.6595545489090031,0.5121938839036585,1,0,1,0,0,,0.6902851337288473,0.305298523107434,0.08380688395579462,0.7312298560555125,0.0,0.0,0.0,0.0848455577835854,0,
AB1,A,9,6,target,target_only,,polynomial,0.7235514240580672,0.7189464393575129,0.49309296235309713,0,1,0,0,0,,0.6902851337288473,0.305298523107434,0.08380688395579462,0.7573759497264699,0.0,0.0,0.0,0.026146093670957445,0,
AB1,A,9,7,target,target_only,,polynomial,0.6772671026311795,0.7372487049271831,0.5890137124039941,0,2,0,0,0,,0.6902851337288473,0.305298523107434,0.08380688395579462,0.7830777139117293,0.0,0.0,0.0,0.025701764185259324,0,
AB1,A,9,8,target,target_only,integer,polynomial,0.7107496997766644,0.7552399398568647,0.5663418795319675,1,0,1,0,0,,0.6902851337288473,0.305298523107434,0.08380688395579462,0.8698217043045826,0.0,0.0,0.0,0.08674399039285327,0,
AB1,A,9,9,target,target_only,,polynomial,0.6396930814228824,0.815960733131862,0.7422327658800553,1,0,2,0,0,,0.6902851337288473,0.305298523107434,0.08380688395579462,0.9542918829101148,0.0,0.0,0.0,0.08447017860553224,1,success_threshold
AB1,A,10,1,target,target_only,,polynomial,0.7284165211365967,0.5659057262006773,0.27387213806390304,1,0,1,0,0,,0.6954147173811952,0.2980214800822005,0.11374455096759103,0.5977112015139692,0.0,0.0,0.0,0.0873093286763711,0,
AB1,A,10,2,target,target_only,,polynomial,0.6702621282102269,0.627022256274137,0.4355015624795751,1,0,2,0,0,,0.6954147173811952,0.2980214800822005,0.11374455096759103,0.6831595896166964,0.0,0.0,0.0,0.08544838810272726,0,
AB1,A,10,3,target,target_only,,polynomial,0.7161672536352791,0.686836127946046,0.45611651390059377,1,0,3,0,0,,0.6954147173811952,0.2980214800822005,0.11374455096759103,0.7700769417330253,0.0,0.0,0.0,0.08691735211632894,0,
AB1,A,10,4,target,target_only,,polynomial,0.6490208908440812,0.7476782744274763,0.6438111342846091,1,0,4,0,0,,0.6954147173811952,0.2980214800822005,0.11374455096759103,0.8548456102400359,0.0,0.0,0.0,0.0847686685070106,1,success_threshold
AB1,A,11,1,target,target_only,,polynomial,0.6743130745053457,0.5763710246866118,0.3571737070693529,0,1,0,0,0,,0.6953128983900642,0.2867127086800164,0.08498838687292604,0.5510693414718121,0.0,0.0,0.0,0.025673405515251317,0,
AB1,A,11,2,target,target_only,,polynomial,0.6850325312449849,0.5943424085472877,0.367224868319228,1,0,1,0,0,,0.6953128983900642,0.2867127086800164,0.08498838687292604,0.6369903824716516,0.0,0.0,0.0,0.08592104099983953,0,
AB1,A,11,3,target,target_only,,polynomial,0.7299282468412727,0.6544871372471753,0.38873168407860104,0,1,0,0,0,,0.6953128983900642,0.2867127086800164,0.08498838687292604,0.6631976936413279,0.0,0.0,0.0,0.026207311169676218,0,
AB1,A,11,4,target,target_only,,polynomial,0.7268996257284752,0.6728322550659487,0.4196027813067151,0,2,0,0,0,,0.6953128983900642,0.2867127086800164,0.08498838687292604,0.6893759300483212,0.0,0.0,0.0,0.026178236406993367,0,
AB1,A,11,5,target,target_only,integer,polynomial,0.7148695734414305,0.691157020550844,0.46449104893502424,1,0,1,0,0,,0.6953128983900642,0.2867127086800164,0.08498838687292604,0.776251756398447,0.0,0.0,0.0,0.08687582635012579,0,
AB1,A,11,6,target,target_only,,polynomial,0.6785641125450719,0.7519700989959321,0.6083628965445542,1,0,2,0,0,,0.6953128983900642,0.2867127086800164,0.08498838687292604,0.8619658079998893,0.0,0.0,0.0,0.08571405160144231,1,success_threshold
AB1,A,12,1,target,target_only,,polynomial,0.6565203058172152,0.5786016967046386,0.3852053704182865,0,1,0,0,0,,0.6940624175529672,0.27351812399833075,0.09273838713861497,0.5546211255626289,0.0,0.0,0.0,0.02550259493584527,0,
AB1,A,12,2,target,target_only,,polynomial,0.6755008367339144,0.5964535131597304,0.38360279461669394,0,2,0,0,0,,0.6940624175529672,0.27351812399833075,0.09273838713861497,0.5803059335952745,0.0,0.0,0.0,0.02568480803264558,0,
AB1,A,12,3,target,target_only,integer,polynomial,0.7257317640859674,0.6144328787825822,0.3389911311555545,0,3,0,0,0,,0.6940624175529672,0.27351812399833075,0.09273838713861497,0.6064729585304998,0.0,0.0,0.0,0.026167024935225287,0,
AB1,A,12,4,target,target_only,integer,polynomial,0.6855768323405619,0.6327497962372399,0.4214162568104779,0,4,0,0,0,,0.6940624175529672,0.27351812399833075,0.09273838713861497,0.6322544961209692,0.0,0.0,0.0,0.025781537590469396,0,
AB1,A,12,5,target,target_only,integer,polynomial,0.6454796825274065,0.6507968725505685,0.5079751086172091,1,0,1,0,0,,0.6940624175529672,0.27351812399833075,0.09273838713861497,0.7169098459618461,0.0,0.0,0.0,0.08465534984087703,0,
AB1,A,12,6,target,target_only,,polynomial,0.7268709364969159,0.7100556174391824,0.47479839542320423,0,1,0,0,0,,0.6940624175529672,0.27351812399833075,0.09273838713861497,0.7430878069522165,0.0,0.0,0.0,0.026177960990370393,0,
AB1,A,12,7,target,target_only,,polynomial,0.6842195201374275,0.7283801901324417,0.5658561639555728,0,2,0,0,0,,0.6940624175529672,0.27351812399833075,0.09273838713861497,0.7688563143455358,0.0,0.0,0.0,0.0257685073933193,0,
AB1,A,12,8,target,target_only,integer,polynomial,0.6357165272907483,0.7464181453077652,0.6602054060093356,1,0,1,0,0,,0.6940624175529672,0.27351812399833075,0.09273838713861497,0.8531992432188398,0.0,0.0,0.0,0.08434292887330395,0,
AB1,A,12,9,target,target_only,,polynomial,0.6802850382919514,0.8054581955190779,0.6794050375782116,0,1,0,0,0,,0.6940624175529672,0.27351812399833075,0.09273838713861497,0.8789299795864425,0.0,0.0,0.0,0.025730736367602737,0,
AB1,A,12,10,target,target_only,,polynomial,0.6457432727939484,0.8234697109763999,0.7439038112093704,0,2,0,0,0,,0.6940624175529672,0.27351812399833075,0.09273838713861497,0.9043291150052644,0.0,0.0,0.0,0.025399135418821904,0,
AB1,A,12,11,target,target_only,integer,polynomial,0.6380111465240588,0.8412491057695751,0.7719628293414021,1,0,1,0,0,,0.6940624175529672,0.27351812399833075,0.09273838713861497,0.9887454716940343,0.0,0.0,0.0,0.08441635668876989,0,
AB1,A,12,12,target,target_only,,polynomial,0.6895035106450028,0.9003405554517141,0.7798894517358675,1,0,2,0,0,,0.6940624175529672,0.27351812399833075,0.09273838713861497,1.0,0.0,0.0,0.0,0.08606411234064008,1,success_threshold
AB1,A,13,1,target,target_only,,polynomial,0.6894519153533442,0.5445747147171389,0.2954076370861147,0,1,0,0,0,,0.6841122337000558,0.2771931968368274,0.12341723884776626,0.5105916592547096,0.0,0.0,0.0,0.025818738387392102,0,
AB1,A,13,2,target,target_only,,polynomial,0.6719224915335873,0.5626478315883134,0.34171791356428144,0,2,0,0,0,,0.6841122337000558,0.2771931968368274,0.12341723884776626,0.536242115173432,0.0,0.0,0.0,0.025650455918722444,0,
AB1,A,13,3,target,target_only,integer,polynomial,0.682278271553196,0.5806031507314191,0.3520476269637458,0,3,0,0,0,,0.6841122337000558,0.2771931968368274,0.12341723884776626,0.5619919865803427,0.0,0.0,0.0,0.025749871406910683,0,
AB1,A,13,4,target,target_only,integer,polynomial,0.6504259199423537,0.5986280607162565,0.4229226148118056,0,4,0,0,0,,0.6841122337000558,0.2771931968368274,0.12341723884776626,0.5874360754117892,0.0,0.0,0.0,0.0254440888314466,0,
AB1,A,13,5,target,target_only,integer,polynomial,0.6538685952615847,0.6164389228982692,0.4440902794296543,1,0,1,0,0,,0.6841122337000558,0.2771931968368274,0.12341723884776626,0.6723598704601599,0.0,0.0,0.0,0.08492379504837072,0,
AB1,A,13,6,target,target_only,,polynomial,0.6971690222959972,0.6758855794321286,0.46811814992699424,1,0,2,0,0,,0.6841122337000558,0.2771931968368274,0.12341723884776626,0.7586692791736318,0.0,0.0,0.0,0.08630940871347192,0,
AB1,A,13,7,target,target_only,,polynomial,0.6616177196271854,0.7363021655315589,0.6101889848859268,0,1,0,0,0,,0.6841122337000558,0.2771931968368274,0.12341723884776626,0.7842208092820528,0.0,0.0,0.0,0.025551530108420983,0,
AB1,A,13,8,target,target_only,,polynomial,0.6372543114493158,0.7541882366074536,0.6685432041211734,1,0,1,0,0,,0.6841122337000558,0.2771931968368274,0.12341723884776626,0.868612947248431,0.0,0.0,0.0,0.08439213796637811,0,
AB1,A,13,9,target,target_only,,polynomial,0.7298454440854443,0.8132627331839183,0.6225777033961385,0,1,0,0,0,,0.6841122337000558,0.2771931968368274,0.12341723884776626,0.8948194635116512,0.0,0.0,0.0,0.02620651626322027,0,
AB1,A,13,10,target,target_only,,polynomial,0.6373260721099634,0.8316072945681725,0.7623645967563989,1,0,1,0,0,,0.6841122337000558,0.2771931968368274,0.12341723884776626,0.97921389781917,0.0,0.0,0.0,0.08439443430751883,0,
AB1,A,13,11,target,target_only,,polynomial,0.6565200414750402,0.8906833985834357,0.8029729728458412,0,1,0,0,0,,0.6841122337000558,0.2771931968368274,0.12341723884776626,1.0,0.0,0.0,0.0,0.025502592398160388,0,
AB1,A,13,12,target,target_only,,polynomial,0.718086417368644,0.9052336701100167,0.7545231873354489,0,2,0,0,0,,0.6841122337000558,0.2771931968368274,0.12341723884776626,1.0,0.0,0.0,0.0,0.026093629606738982,0,
AB1,A,13,13,target,target_only,integer,polynomial,0.6669527088738885,0.9052336701100167,0.8068523499689748,1,0,1,0,0,,0.6841122337000558,0.2771931968368274,0.12341723884776626,1.0,0.0,0.0,0.0,0.08534248668396444,0,
AB1,A,13,14,target,target_only,,polynomial,0.7133744954639808,0.9052336701100167,0.7597218279174078,1,0,2,0,0,,0.6841122337000558,0.2771931968368274,0.12341723884776626,1.0,0.0,0.0,0.0,0.0868279838548474,1,success_threshold
AB1,A,14,1,target,target_only,,polynomial,0.7117104135115462,0.5413387702834577,0.26459327860057,0,1,0,0,0,,0.706700665943557,0.32923398381789026,0.10923857906264396,0.49650180639884034,0.0,0.0,0.0,0.026032419969710847,0,
AB1,A,14,2,target,target_only,,polynomial,0.6963388714966078,0.5595614642622553,0.3056226352047232,0,2,0,0,0,,0.706700665943557,0.32923398381789026,0.10923857906264396,0.5223866595652078,0.0,0.0,0.0,0.025884853166367437,0,
AB1,A,14,3,target,target_only,integer,polynomial,0.6434291114393368,0.5776808614787126,0.40263701381369754,1,0,1,0,0,,0.706700665943557,0.32923398381789026,0.10923857906264396,0.6069763911312666,0.0,0.0,0.0,0.08458973156605878,0,
AB1,A,14,4,target,target_only,,polynomial,0.6407035977709418,0.6368936735749536,0.4942853625566936,0,1,0,0,0,,0.706700665943557,0.32923398381789026,0.10923857906264396,0.6323271456698676,0.0,0.0,0.0,0.025350754538601042,0,
AB1,A,14,5,target,target_only,,polynomial,0.6572348212314817,0.6546392017519743,0.49610664947173716,0,2,0,0,0,,0.706700665943557,0.32923398381789026,0.10923857906264396,0.6578365999536898,0.0,0.0,0.0,0.025509454283822224,0,
AB1,A,14,6,target,target_only,integer,polynomial,0.7017612187138799,0.67249581975065,0.45621434623787,1,0,1,0,0,,0.706700665943557,0.32923398381789026,0.10923857906264396,0.744292958952534,0.0,0.0,0.0,0.08645635899884417,0,
