strategy,student_type,success,total_steps,final_mastery,reached_mastery_step,remediation_count,unnecessary_remediations,final_accuracy
AB1_Baseline,Careless,0,30,0.7014,,0,0,0.5333
AB1_Baseline,Careless,0,30,0.7049,,0,0,0.5333
AB1_Baseline,Careless,1,25,0.8562,25,0,0,0.68
AB1_Baseline,Careless,0,30,0.692,,0,0,0.5667
AB1_Baseline,Careless,0,30,0.821,,0,0,0.6
AB1_Baseline,Careless,0,30,0.8214,,0,0,0.5667
AB1_Baseline,Careless,1,12,0.8739,12,0,0,0.6667
AB1_Baseline,Careless,0,30,0.6005,,0,0,0.3333
AB1_Baseline,Careless,1,25,0.8549,25,0,0,0.8
AB1_Baseline,Careless,0,30,0.6978,,0,0,0.5333
AB1_Baseline,Careless,0,30,0.809,,0,0,0.4333
AB1_Baseline,Careless,0,30,0.7787,,0,0,0.5333
AB1_Baseline,Careless,1,30,0.8707,30,0,0,0.7
AB1_Baseline,Careless,1,29,0.8823,29,0,0,0.5862
AB1_Baseline,Careless,1,15,0.8518,15,0,0,0.6667
AB1_Baseline,Careless,0,30,0.7435,,0,0,0.6
AB1_Baseline,Careless,0,30,0.7553,,0,0,0.6
AB1_Baseline,Careless,0,30,0.7957,,0,0,0.6
AB1_Baseline,Careless,1,20,0.8882,20,0,0,0.85
AB1_Baseline,Careless,0,30,0.8414,,0,0,0.6
AB1_Baseline,Careless,0,30,0.7545,,0,0,0.6667
AB1_Baseline,Careless,1,25,0.8515,25,0,0,0.68
AB1_Baseline,Careless,1,17,0.8519,17,0,0,0.6471
AB1_Baseline,Careless,0,30,0.7161,,0,0,0.4
AB1_Baseline,Careless,0,30,0.8041,,0,0,0.7
AB1_Baseline,Careless,0,30,0.6971,,0,0,0.6
AB1_Baseline,Careless,0,30,0.766,,0,0,0.3667
AB1_Baseline,Careless,1,22,0.8511,22,0,0,0.6364
AB1_Baseline,Careless,0,30,0.8314,,0,0,0.7
AB1_Baseline,Careless,0,30,0.8284,,0,0,0.7333
AB1_Baseline,Careless,0,30,0.7664,,0,0,0.4667
AB1_Baseline,Careless,1,26,0.8524,26,0,0,0.6923
AB1_Baseline,Careless,0,30,0.7854,,0,0,0.3333
AB1_Baseline,Careless,0,30,0.7858,,0,0,0.5667
AB1_Baseline,Careless,0,30,0.8459,,0,0,0.7
AB1_Baseline,Careless,0,30,0.8362,,0,0,0.6667
AB1_Baseline,Careless,1,16,0.8512,16,0,0,0.625
AB1_Baseline,Careless,0,30,0.7208,,0,0,0.3333
AB1_Baseline,Weak,0,30,0.4745,,0,0,0.4333
AB1_Baseline,Weak,0,30,0.5679,,0,0,0.5
AB1_Baseline,Weak,0,30,0.4652,,0,0,0.5
AB1_Baseline,Weak,0,30,0.6046,,0,0,0.6667
AB1_Baseline,Weak,0,30,0.5898,,0,0,0.6
AB1_Baseline,Weak,0,30,0.6168,,0,0,0.5
AB1_Baseline,Weak,0,30,0.4969,,0,0,0.4
AB1_Baseline,Weak,0,30,0.5191,,0,0,0.4333
AB1_Baseline,Weak,0,30,0.4588,,0,0,0.4667
AB1_Baseline,Weak,0,30,0.482,,0,0,0.4667
AB1_Baseline,Weak,0,30,0.4281,,0,0,0.4
AB1_Baseline,Weak,0,30,0.5108,,0,0,0.3667
AB1_Baseline,Weak,0,30,0.5649,,0,0,0.5667
AB1_Baseline,Weak,0,30,0.4614,,0,0,0.4667
AB1_Baseline,Weak,0,30,0.365,,0,0,0.2667
AB1_Baseline,Weak,0,30,0.6183,,0,0,0.6667
AB1_Baseline,Weak,0,30,0.6339,,0,0,0.6
AB1_Baseline,Weak,0,30,0.5583,,0,0,0.5667
AB1_Baseline,Weak,0,30,0.4622,,0,0,0.4333
AB1_Baseline,Weak,0,30,0.5318,,0,0,0.5667
AB1_Baseline,Weak,0,30,0.5523,,0,0,0.6
AB1_Baseline,Weak,0,30,0.4732,,0,0,0.3333
AB1_Baseline,Weak,0,30,0.4526,,0,0,0.3333
AB1_Baseline,Weak,0,30,0.5985,,0,0,0.6
AB1_Baseline,Weak,0,30,0.4218,,0,0,0.3333
AB1_Baseline,Weak,0,30,0.5992,,0,0,0.5333
AB1_Baseline,Weak,0,30,0.5521,,0,0,0.5333
AB1_Baseline,Weak,0,30,0.5074,,0,0,0.5
AB1_Baseline,Weak,0,30,0.5643,,0,0,0.5667
AB1_Baseline,Weak,0,30,0.6078,,0,0,0.5667
AB1_Baseline,Weak,0,30,0.5148,,0,0,0.5333
AB1_Baseline,Weak,0,30,0.4253,,0,0,0.3
AB1_Baseline,Weak,0,30,0.4517,,0,0,0.3667
AB1_Baseline,Weak,0,30,0.5152,,0,0,0.4333
AB1_Baseline,Weak,0,30,0.5283,,0,0,0.5
AB1_Baseline,Weak,0,30,0.4745,,0,0,0.4333
AB1_Baseline,Weak,0,30,0.5687,,0,0,0.5
AB1_Baseline,Weak,0,30,0.3138,,0,0,0.1667
AB1_Baseline,Weak,0,30,0.3759,,0,0,0.3
AB1_Baseline,Weak,0,30,0.4285,,0,0,0.3333
AB1_Baseline,Weak,0,30,0.5676,,0,0,0.5
AB1_Baseline,Weak,0,30,0.5765,,0,0,0.5667
AB1_Baseline,Weak,0,30,0.7119,,0,0,0.7667
AB1_Baseline,Weak,0,30,0.3485,,0,0,0.2667
AB1_Baseline,Weak,0,30,0.6109,,0,0,0.6667
AB1_Baseline,Weak,0,30,0.4958,,0,0,0.5333
AB1_Baseline,Weak,0,30,0.3842,,0,0,0.2667
AB1_Baseline,Weak,0,30,0.5414,,0,0,0.6
AB1_Baseline,Weak,0,30,0.3986,,0,0,0.3333
AB1_Baseline,Weak,0,30,0.4663,,0,0,0.3667
AB1_Baseline,Weak,0,30,0.4414,,0,0,0.4
AB1_Baseline,Weak,0,30,0.5502,,0,0,0.5333
AB1_Baseline,Weak,0,30,0.5322,,0,0,0.4
AB1_Baseline,Weak,0,30,0.3876,,0,0,0.3
AB1_Baseline,Weak,0,30,0.5022,,0,0,0.5333
AB1_Baseline,Weak,0,30,0.484,,0,0,0.4
AB1_Baseline,Weak,0,30,0.3131,,0,0,0.2
AB1_Baseline,Weak,0,30,0.6592,,0,0,0.7
AB1_Baseline,Weak,0,30,0.3924,,0,0,0.3333
AB1_Baseline,Weak,0,30,0.4932,,0,0,0.4
AB1_Baseline,Weak,0,30,0.5758,,0,0,0.5
AB1_Baseline,Weak,0,30,0.4217,,0,0,0.3
AB1_Baseline,Weak,0,30,0.5173,,0,0,0.4667
AB1_Baseline,Weak,0,30,0.6669,,0,0,0.7
AB1_Baseline,Weak,0,30,0.3941,,0,0,0.4
AB1_Baseline,Weak,0,30,0.5498,,0,0,0.5667
AB1_Baseline,Weak,0,30,0.5263,,0,0,0.4333
AB1_Baseline,Weak,0,30,0.537,,0,0,0.6
AB1_Baseline,Weak,0,30,0.5189,,0,0,0.4333
AB1_Baseline,Weak,0,30,0.5359,,0,0,0.4667
AB1_Baseline,Weak,0,30,0.5627,,0,0,0.5333
AB1_Baseline,Weak,0,30,0.532,,0,0,0.4
AB1_Baseline,Weak,0,30,0.3714,,0,0,0.3333
AB1_Baseline,Weak,0,30,0.5339,,0,0,0.5
AB1_Baseline,Weak,0,30,0.4448,,0,0,0.4667
AB1_Baseline,Weak,0,30,0.5018,,0,0,0.4
AB1_Baseline,Weak,0,30,0.3613,,0,0,0.3
AB1_Baseline,Weak,0,30,0.6365,,0,0,0.6
AB1_Baseline,Weak,0,30,0.5767,,0,0,0.5333
AB1_Baseline,Weak,0,30,0.5932,,0,0,0.5667
AB1_Baseline,Weak,0,30,0.5289,,0,0,0.6333
AB1_Baseline,Weak,0,30,0.466,,0,0,0.3333
AB1_Baseline,Weak,0,30,0.5481,,0,0,0.5667
AB1_Baseline,Weak,0,30,0.3668,,0,0,0.2333
AB1_Baseline,Weak,0,30,0.5069,,0,0,0.5667
AB1_Baseline,Weak,0,30,0.5579,,0,0,0.5
AB1_Baseline,Weak,0,30,0.6009,,0,0,0.5667
AB1_Baseline,Weak,0,30,0.5941,,0,0,0.6667
AB1_Baseline,Weak,0,30,0.5094,,0,0,0.4667
AB1_Baseline,Weak,0,30,0.5767,,0,0,0.5667
AB1_Baseline,Weak,0,30,0.5758,,0,0,0.6
AB1_Baseline,Weak,0,30,0.6027,,0,0,0.6
AB1_Baseline,Weak,0,30,0.5112,,0,0,0.4667
AB1_Baseline,Weak,0,30,0.6685,,0,0,0.6667
AB1_Baseline,Weak,0,30,0.4633,,0,0,0.3667
AB1_Baseline,Weak,0,30,0.4043,,0,0,0.3667
AB1_Baseline,Weak,0,30,0.5374,,0,0,0.5
AB1_Baseline,Weak,0,30,0.6667,,0,0,0.7333
AB1_Baseline,Weak,0,30,0.4927,,0,0,0.5
AB1_Baseline,Weak,0,30,0.4982,,0,0,0.4667
AB1_Baseline,Average,0,30,0.6747,,0,0,0.5
AB1_Baseline,Average,0,30,0.6979,,0,0,0.5
AB1_Baseline,Average,0,30,0.6996,,0,0,0.4667
AB1_Baseline,Average,0,30,0.7647,,0,0,0.7
AB1_Baseline,Average,0,30,0.724,,0,0,0.5333
AB1_Baseline,Average,0,30,0.7554,,0,0,0.5333
AB1_Baseline,Average,0,30,0.7483,,0,0,0.8
AB1_Baseline,Average,0,30,0.7304,,0,0,0.7667
AB1_Baseline,Average,0,30,0.744,,0,0,0.5667
AB1_Baseline,Average,0,30,0.6968,,0,0,0.6667
AB1_Baseline,Average,0,30,0.7182,,0,0,0.7
AB1_Baseline,Average,0,30,0.7749,,0,0,0.6667
AB1_Baseline,Average,0,30,0.7231,,0,0,0.7
AB1_Baseline,Average,0,30,0.8376,,0,0,0.7
AB1_Baseline,Average,0,30,0.7774,,0,0,0.6
AB1_Baseline,Average,0,30,0.84,,0,0,0.6667
AB1_Baseline,Average,0,30,0.6775,,0,0,0.6333
AB1_Baseline,Average,0,30,0.6805,,0,0,0.6667
AB1_Baseline,Average,0,30,0.6698,,0,0,0.4333
AB1_Baseline,Average,0,30,0.7763,,0,0,0.6667
AB1_Baseline,Average,0,30,0.6787,,0,0,0.5667
AB1_Baseline,Average,0,30,0.795,,0,0,0.6
AB1_Baseline,Average,0,30,0.7419,,0,0,0.8
AB1_Baseline,Average,0,30,0.7468,,0,0,0.6333
AB1_Baseline,Average,0,30,0.6546,,0,0,0.5333
AB1_Baseline,Average,0,30,0.6001,,0,0,0.4667
AB1_Baseline,Average,0,30,0.7972,,0,0,0.7333
AB1_Baseline,Average,0,30,0.7417,,0,0,0.6667
AB1_Baseline,Average,0,30,0.6402,,0,0,0.5
AB1_Baseline,Average,0,30,0.7438,,0,0,0.6667
AB1_Baseline,Average,0,30,0.7478,,0,0,0.7333
AB1_Baseline,Average,0,30,0.7289,,0,0,0.7
AB1_Baseline,Average,0,30,0.7063,,0,0,0.5
AB1_Baseline,Average,0,30,0.7647,,0,0,0.7
AB1_Baseline,Average,0,30,0.7117,,0,0,0.6333
AB1_Baseline,Average,0,30,0.7135,,0,0,0.6333
AB1_Baseline,Average,0,30,0.7316,,0,0,0.8
AB1_Baseline,Average,0,30,0.804,,0,0,0.7
AB1_Baseline,Average,0,30,0.7555,,0,0,0.6333
AB1_Baseline,Average,0,30,0.6643,,0,0,0.5667
AB1_Baseline,Average,0,30,0.76,,0,0,0.7
AB1_Baseline,Average,0,30,0.75,,0,0,0.6
AB1_Baseline,Average,0,30,0.7443,,0,0,0.5333
AB1_Baseline,Average,0,30,0.7031,,0,0,0.5667
AB1_Baseline,Average,0,30,0.621,,0,0,0.4333
AB1_Baseline,Average,0,30,0.6136,,0,0,0.4333
AB1_Baseline,Average,0,30,0.8044,,0,0,0.7
AB1_Baseline,Average,0,30,0.5759,,0,0,0.3667
AB1_Baseline,Average,0,30,0.7897,,0,0,0.8
AB1_Baseline,Average,0,30,0.7622,,0,0,0.7667
AB1_Baseline,Average,0,30,0.8187,,0,0,0.7
AB1_Baseline,Average,0,30,0.7262,,0,0,0.6
AB1_Baseline,Average,0,30,0.7037,,0,0,0.7333
AB1_Baseline,Average,0,30,0.6794,,0,0,0.7
AB1_Baseline,Average,0,30,0.6543,,0,0,0.4667
AB1_Baseline,Average,0,30,0.8146,,0,0,0.6
AB1_Baseline,Average,0,30,0.7471,,0,0,0.6
AB1_Baseline,Average,0,30,0.7593,,0,0,0.6
AB1_Baseline,Average,0,30,0.7571,,0,0,0.7
AB1_Baseline,Average,0,30,0.7163,,0,0,0.5667
AB1_Baseline,Average,0,30,0.7735,,0,0,0.6
AB1_Baseline,Average,0,30,0.7204,,0,0,0.4667
AB1_Baseline,Average,0,30,0.6847,,0,0,0.6
AB1_Baseline,Average,0,30,0.6456,,0,0,0.5
AB1_Baseline,Average,0,30,0.681,,0,0,0.5667
AB1_Baseline,Average,0,30,0.6837,,0,0,0.6
AB1_Baseline,Average,0,30,0.7596,,0,0,0.5333
AB1_Baseline,Average,0,30,0.7835,,0,0,0.6333
AB1_Baseline,Average,0,30,0.6573,,0,0,0.4333
AB1_Baseline,Average,0,30,0.5904,,0,0,0.4667
AB1_Baseline,Average,0,30,0.6626,,0,0,0.6
AB1_Baseline,Average,0,30,0.822,,0,0,0.6
AB1_Baseline,Average,0,30,0.652,,0,0,0.5333
AB1_Baseline,Average,0,30,0.677,,0,0,0.5
AB1_Baseline,Average,0,30,0.6622,,0,0,0.5333
AB1_Baseline,Average,0,30,0.7955,,0,0,0.8333
AB1_Baseline,Average,0,30,0.7812,,0,0,0.5667
AB1_Baseline,Average,0,30,0.6901,,0,0,0.7333
AB1_Baseline,Average,0,30,0.777,,0,0,0.5667
AB1_Baseline,Average,0,30,0.7057,,0,0,0.7
AB1_Baseline,Average,0,30,0.6981,,0,0,0.6333
AB1_Baseline,Average,0,30,0.6832,,0,0,0.6
AB1_Baseline,Average,0,30,0.7348,,0,0,0.7
AB1_Baseline,Average,0,30,0.84,,0,0,0.7
AB1_Baseline,Average,0,30,0.706,,0,0,0.5333
AB1_Baseline,Average,0,30,0.6829,,0,0,0.6667
AB1_Baseline,Average,0,30,0.6187,,0,0,0.3667
AB1_Baseline,Average,0,30,0.7791,,0,0,0.7
AB1_Baseline,Average,0,30,0.7228,,0,0,0.5667
AB1_Baseline,Average,0,30,0.8224,,0,0,0.7
AB1_Baseline,Average,0,30,0.7063,,0,0,0.7667
AB1_Baseline,Average,0,30,0.7245,,0,0,0.7
AB1_Baseline,Average,0,30,0.7612,,0,0,0.6667
AB1_Baseline,Average,0,30,0.7331,,0,0,0.5667
AB1_Baseline,Average,0,30,0.7749,,0,0,0.7333
AB1_Baseline,Average,0,30,0.7871,,0,0,0.7667
AB1_Baseline,Average,0,30,0.5793,,0,0,0.3
AB1_Baseline,Average,0,30,0.7527,,0,0,0.8
AB1_Baseline,Average,1,29,0.8568,29,0,0,0.8276
AB1_Baseline,Average,0,30,0.7717,,0,0,0.7333
AB2_RuleBased,Careless,0,30,0.7354,,6,5,0.5
AB2_RuleBased,Careless,0,30,0.8387,,6,6,0.5667
AB2_RuleBased,Careless,0,30,0.7724,,6,4,0.6333
AB2_RuleBased,Careless,1,23,0.8516,23,2,2,0.8261
AB2_RuleBased,Careless,0,30,0.7084,,5,4,0.7333
AB2_RuleBased,Careless,1,29,0.8682,29,4,4,0.7586
AB2_RuleBased,Careless,1,24,0.8782,24,4,3,0.7917
AB2_RuleBased,Careless,0,30,0.7856,,6,5,0.5333
AB2_RuleBased,Careless,0,30,0.6591,,7,1,0.4333
AB2_RuleBased,Careless,0,30,0.7638,,6,4,0.6667
AB2_RuleBased,Careless,0,30,0.7661,,6,6,0.6
AB2_RuleBased,Careless,1,21,0.8632,21,3,2,0.6667
AB2_RuleBased,Careless,1,24,0.8582,24,4,3,0.75
AB2_RuleBased,Careless,0,30,0.827,,6,5,0.6333
AB2_RuleBased,Careless,0,30,0.6356,,6,4,0.7
AB2_RuleBased,Careless,1,30,0.859,30,5,4,0.7333
AB2_RuleBased,Careless,1,21,0.8658,21,4,3,0.5714
AB2_RuleBased,Careless,0,30,0.8436,,6,4,0.5667
AB2_RuleBased,Careless,0,30,0.816,,5,4,0.7333
AB2_RuleBased,Careless,0,30,0.6834,,6,3,0.6667
AB2_RuleBased,Careless,1,24,0.8834,24,4,3,0.5417
AB2_RuleBased,Careless,0,30,0.7649,,6,3,0.5667
AB2_RuleBased,Careless,0,30,0.7206,,5,3,0.6
AB2_RuleBased,Careless,1,29,0.8646,29,5,5,0.7241
AB2_RuleBased,Careless,0,30,0.6906,,7,6,0.6
AB2_RuleBased,Careless,0,30,0.7823,,6,5,0.6333
AB2_RuleBased,Careless,0,30,0.7031,,7,6,0.5333
AB2_RuleBased,Careless,0,30,0.6978,,6,5,0.7
AB2_RuleBased,Careless,1,30,0.8775,30,5,4,0.7667
AB2_RuleBased,Careless,1,23,0.8682,23,3,1,0.6957
AB2_RuleBased,Careless,0,30,0.7063,,6,3,0.7333
AB2_RuleBased,Careless,0,30,0.6459,,6,3,0.5333
AB2_RuleBased,Careless,0,30,0.8212,,6,6,0.6
AB2_RuleBased,Careless,1,27,0.8526,27,5,4,0.6296
AB2_RuleBased,Careless,1,16,0.854,16,3,3,0.6875
AB2_RuleBased,Careless,1,23,0.8683,23,4,4,0.5652
AB2_RuleBased,Careless,0,30,0.8211,,4,4,0.5667
AB2_RuleBased,Careless,0,30,0.7312,,7,5,0.6667
AB2_RuleBased,Careless,1,24,0.8533,24,5,4,0.5833
AB2_RuleBased,Careless,0,30,0.8168,,6,5,0.4667
AB2_RuleBased,Careless,0,30,0.8398,,5,4,0.6333
AB2_RuleBased,Careless,1,13,0.8508,13,3,3,0.5385
AB2_RuleBased,Careless,0,30,0.7794,,6,5,0.5333
AB2_RuleBased,Careless,1,20,0.8572,20,3,3,0.75
AB2_RuleBased,Careless,0,30,0.7617,,6,5,0.5667
AB2_RuleBased,Careless,1,26,0.8559,26,4,4,0.6538
AB2_RuleBased,Careless,0,30,0.7464,,6,4,0.6333
AB2_RuleBased,Careless,0,30,0.8076,,6,5,0.5667
AB2_RuleBased,Careless,0,30,0.8359,,6,5,0.5667
AB2_RuleBased,Careless,1,16,0.8505,16,1,1,0.875
AB2_RuleBased,Careless,0,30,0.8076,,7,6,0.4
AB2_RuleBased,Careless,1,6,0.8633,6,1,1,0.5
AB2_RuleBased,Careless,1,14,0.8554,14,3,3,0.5714
AB2_RuleBased,Careless,0,30,0.8239,,6,6,0.6667
AB2_RuleBased,Careless,0,30,0.8347,,5,5,0.6333
AB2_RuleBased,Careless,0,30,0.77,,6,5,0.5333
AB2_RuleBased,Careless,1,24,0.8519,24,4,3,0.7083
AB2_RuleBased,Careless,0,30,0.6404,,6,1,0.7333
AB2_RuleBased,Careless,0,30,0.7327,,7,5,0.3
AB2_RuleBased,Careless,0,30,0.7975,,5,4,0.7333
AB2_RuleBased,Careless,0,30,0.6382,,7,3,0.4333
AB2_RuleBased,Careless,1,24,0.8503,24,3,3,0.6667
AB2_RuleBased,Careless,0,30,0.7363,,7,6,0.7
AB2_RuleBased,Careless,0,30,0.8289,,4,3,0.6
AB2_RuleBased,Careless,1,0,0.8703,,0,0,0.8028
AB2_RuleBased,Careless,0,30,0.8372,,6,4,0.5
AB2_RuleBased,Careless,0,30,0.7832,,5,2,0.6
AB2_RuleBased,Careless,1,27,0.8515,27,4,3,0.4815
AB2_RuleBased,Careless,0,30,0.8047,,5,5,0.6667
AB2_RuleBased,Careless,1,8,0.8551,8,1,1,0.75
AB2_RuleBased,Careless,0,30,0.7616,,6,3,0.4667
AB2_RuleBased,Careless,1,17,0.8518,17,3,2,0.6471
AB2_RuleBased,Careless,0,30,0.7878,,5,5,0.5667
AB2_RuleBased,Careless,1,11,0.8519,11,1,1,0.8182
AB2_RuleBased,Careless,1,14,0.8595,14,2,2,0.7857
AB2_RuleBased,Careless,1,20,0.8691,20,3,3,0.6
AB2_RuleBased,Careless,1,5,0.85,5,1,0,0.6
AB2_RuleBased,Careless,1,8,0.8521,8,1,1,0.75
AB2_RuleBased,Careless,0,30,0.6389,,6,2,0.4667
AB2_RuleBased,Careless,0,30,0.6888,,5,1,0.5333
AB2_RuleBased,Careless,0,30,0.8033,,6,6,0.6
AB2_RuleBased,Careless,0,30,0.7659,,6,4,0.5
AB2_RuleBased,Careless,0,30,0.8365,,6,5,0.6333
AB2_RuleBased,Careless,0,30,0.825,,6,5,0.5667
AB2_RuleBased,Careless,1,16,0.8522,16,2,1,0.875
AB2_RuleBased,Careless,1,27,0.8569,27,5,4,0.4815
AB2_RuleBased,Careless,1,26,0.8606,26,5,5,0.6538
AB2_RuleBased,Careless,0,30,0.7769,,5,2,0.7333
AB2_RuleBased,Careless,0,30,0.7647,,6,5,0.3
AB2_RuleBased,Careless,0,30,0.7976,,6,6,0.4667
AB2_RuleBased,Careless,1,27,0.8511,27,5,5,0.6296
AB2_RuleBased,Careless,0,30,0.6161,,7,2,0.5
AB2_RuleBased,Careless,1,9,0.8537,9,2,2,0.5556
AB2_RuleBased,Careless,0,30,0.7773,,6,4,0.7
AB2_RuleBased,Careless,0,30,0.6716,,6,5,0.6667
AB2_RuleBased,Careless,1,22,0.8507,22,3,2,0.8182
AB2_RuleBased,Careless,1,29,0.8556,29,5,4,0.6207
AB2_RuleBased,Careless,1,30,0.8501,30,3,3,0.9
AB2_RuleBased,Careless,0,30,0.8421,,5,3,0.6333
AB2_RuleBased,Careless,0,30,0.7777,,6,5,0.4667
AB2_RuleBased,Weak,0,30,0.5063,,7,0,0.6333
AB2_RuleBased,Weak,0,30,0.4854,,7,0,0.5
AB2_RuleBased,Weak,0,30,0.5276,,7,0,0.5333
AB2_RuleBased,Weak,0,30,0.6071,,6,0,0.7667
AB2_RuleBased,Weak,0,30,0.5592,,6,0,0.5333
AB2_RuleBased,Weak,0,30,0.5338,,6,0,0.6333
AB2_RuleBased,Weak,0,30,0.5753,,5,0,0.5333
AB2_RuleBased,Weak,0,30,0.5553,,6,0,0.5667
AB2_RuleBased,Weak,0,30,0.5463,,6,0,0.5333
AB2_RuleBased,Weak,0,30,0.5057,,7,0,0.3
AB2_RuleBased,Weak,0,30,0.4785,,6,0,0.3333
AB2_RuleBased,Weak,0,30,0.5704,,7,0,0.4333
AB2_RuleBased,Weak,0,30,0.6122,,6,0,0.7
AB2_RuleBased,Weak,0,30,0.5874,,7,0,0.4667
AB2_RuleBased,Weak,0,30,0.5713,,6,0,0.5
AB2_RuleBased,Weak,0,30,0.567,,6,0,0.6667
AB2_RuleBased,Weak,0,30,0.5879,,6,0,0.7
AB2_RuleBased,Weak,0,30,0.5765,,6,0,0.6
AB2_RuleBased,Weak,0,30,0.5874,,6,0,0.6
AB2_RuleBased,Weak,0,30,0.5329,,7,0,0.5667
AB2_RuleBased,Weak,0,30,0.543,,7,0,0.3667
AB2_RuleBased,Weak,0,30,0.6063,,4,0,0.7333
AB2_RuleBased,Weak,0,30,0.5347,,6,0,0.7
AB2_RuleBased,Weak,0,30,0.5534,,7,0,0.6333
AB2_RuleBased,Weak,0,30,0.4995,,7,0,0.6
AB2_RuleBased,Weak,0,30,0.3988,,8,0,0.2333
AB2_RuleBased,Weak,0,30,0.5476,,7,0,0.5667
AB2_RuleBased,Weak,0,30,0.2211,,7,0,0.1
AB2_RuleBased,Weak,0,30,0.5901,,6,0,0.7
AB2_RuleBased,Weak,0,30,0.5147,,7,0,0.5333
AB2_RuleBased,Weak,0,30,0.5312,,6,0,0.4333
AB2_RuleBased,Weak,0,30,0.5621,,6,0,0.6
AB2_RuleBased,Weak,0,30,0.5756,,7,0,0.6667
AB2_RuleBased,Weak,0,30,0.5701,,6,0,0.6667
AB2_RuleBased,Weak,0,30,0.5003,,7,0,0.4667
AB2_RuleBased,Weak,0,30,0.6115,,6,0,0.6333
