strategy,student_type,success,total_steps,final_mastery,reached_mastery_step,remediation_count,unnecessary_remediations,final_accuracy
AB1_Baseline,Weak,0,50,0.6469,,0,0,0.5
AB1_Baseline,Weak,0,50,0.5314,,0,0,0.48
AB1_Baseline,Weak,0,50,0.7211,,0,0,0.56
AB1_Baseline,Weak,0,50,0.6453,,0,0,0.42
AB1_Baseline,Weak,0,50,0.6945,,0,0,0.52
AB1_Baseline,Weak,0,50,0.5015,,0,0,0.4
AB1_Baseline,Weak,0,50,0.6446,,0,0,0.54
AB1_Baseline,Weak,0,50,0.5473,,0,0,0.6
AB1_Baseline,Weak,0,50,0.765,,0,0,0.74
AB1_Baseline,Weak,0,50,0.7005,,0,0,0.8
AB1_Baseline,Weak,0,50,0.6651,,0,0,0.7
AB1_Baseline,Weak,0,50,0.3055,,0,0,0.22
AB1_Baseline,Weak,0,50,0.6894,,0,0,0.58
AB1_Baseline,Weak,0,50,0.5892,,0,0,0.52
AB1_Baseline,Weak,0,50,0.543,,0,0,0.38
AB1_Baseline,Weak,0,50,0.5732,,0,0,0.48
AB1_Baseline,Weak,0,50,0.6431,,0,0,0.62
AB1_Baseline,Weak,0,50,0.6204,,0,0,0.48
AB1_Baseline,Weak,0,50,0.5753,,0,0,0.36
AB1_Baseline,Weak,0,50,0.6325,,0,0,0.42
AB1_Baseline,Weak,0,50,0.5917,,0,0,0.58
AB1_Baseline,Weak,0,50,0.6314,,0,0,0.56
AB1_Baseline,Weak,0,50,0.6997,,0,0,0.6
AB1_Baseline,Weak,0,50,0.604,,0,0,0.62
AB1_Baseline,Weak,0,50,0.5528,,0,0,0.44
AB1_Baseline,Weak,0,50,0.6103,,0,0,0.48
AB1_Baseline,Weak,0,50,0.5554,,0,0,0.42
AB1_Baseline,Weak,0,50,0.641,,0,0,0.76
AB1_Baseline,Weak,0,50,0.5242,,0,0,0.38
AB1_Baseline,Weak,0,50,0.6448,,0,0,0.58
AB1_Baseline,Weak,0,50,0.6964,,0,0,0.66
AB1_Baseline,Weak,0,50,0.6966,,0,0,0.62
AB1_Baseline,Weak,0,50,0.5398,,0,0,0.4
AB1_Baseline,Weak,0,50,0.4981,,0,0,0.4
AB1_Baseline,Weak,0,50,0.6738,,0,0,0.52
AB1_Baseline,Weak,0,50,0.6887,,0,0,0.66
AB1_Baseline,Weak,0,50,0.6459,,0,0,0.58
AB1_Baseline,Weak,0,50,0.538,,0,0,0.5
AB1_Baseline,Weak,0,50,0.375,,0,0,0.28
AB1_Baseline,Weak,0,50,0.5317,,0,0,0.52
AB1_Baseline,Weak,0,50,0.5516,,0,0,0.56
AB1_Baseline,Weak,0,50,0.6914,,0,0,0.6
AB1_Baseline,Weak,0,50,0.4618,,0,0,0.32
AB1_Baseline,Weak,0,50,0.5834,,0,0,0.48
AB1_Baseline,Weak,0,50,0.6014,,0,0,0.5
AB1_Baseline,Weak,0,50,0.6549,,0,0,0.44
AB1_Baseline,Weak,0,50,0.775,,0,0,0.56
AB1_Baseline,Weak,0,50,0.5604,,0,0,0.62
AB1_Baseline,Weak,0,50,0.6014,,0,0,0.44
AB1_Baseline,Weak,0,50,0.6206,,0,0,0.5
AB1_Baseline,Weak,0,50,0.6731,,0,0,0.72
AB1_Baseline,Weak,0,50,0.6954,,0,0,0.68
AB1_Baseline,Weak,0,50,0.6186,,0,0,0.42
AB1_Baseline,Weak,0,50,0.5676,,0,0,0.54
AB1_Baseline,Weak,0,50,0.4894,,0,0,0.4
AB1_Baseline,Weak,0,50,0.7386,,0,0,0.62
AB1_Baseline,Weak,0,50,0.557,,0,0,0.48
AB1_Baseline,Weak,0,50,0.5434,,0,0,0.5
AB1_Baseline,Weak,0,50,0.3967,,0,0,0.24
AB1_Baseline,Weak,0,50,0.6428,,0,0,0.56
AB1_Baseline,Weak,0,50,0.714,,0,0,0.64
AB1_Baseline,Weak,0,50,0.7826,,0,0,0.76
AB1_Baseline,Weak,0,50,0.5834,,0,0,0.44
AB1_Baseline,Weak,0,50,0.5498,,0,0,0.54
AB1_Baseline,Weak,0,50,0.6099,,0,0,0.6
AB1_Baseline,Weak,0,50,0.6806,,0,0,0.56
AB1_Baseline,Weak,0,50,0.5736,,0,0,0.52
AB1_Baseline,Weak,0,50,0.5463,,0,0,0.46
AB1_Baseline,Weak,0,50,0.6029,,0,0,0.62
AB1_Baseline,Weak,0,50,0.6826,,0,0,0.58
AB1_Baseline,Weak,0,50,0.6118,,0,0,0.54
AB1_Baseline,Weak,0,50,0.6102,,0,0,0.5
AB1_Baseline,Weak,1,49,0.868,49,0,0,0.7551
AB1_Baseline,Weak,0,50,0.7318,,0,0,0.72
AB1_Baseline,Weak,0,50,0.4242,,0,0,0.3
AB1_Baseline,Weak,0,50,0.4373,,0,0,0.26
AB1_Baseline,Weak,0,50,0.6312,,0,0,0.54
AB1_Baseline,Weak,0,50,0.611,,0,0,0.48
AB1_Baseline,Weak,0,50,0.5124,,0,0,0.4
AB1_Baseline,Weak,0,50,0.629,,0,0,0.46
AB1_Baseline,Weak,0,50,0.6134,,0,0,0.56
AB1_Baseline,Weak,0,50,0.6204,,0,0,0.48
AB1_Baseline,Weak,0,50,0.6271,,0,0,0.56
AB1_Baseline,Weak,0,50,0.5296,,0,0,0.46
AB1_Baseline,Weak,0,50,0.4664,,0,0,0.34
AB1_Baseline,Weak,0,50,0.5875,,0,0,0.54
AB1_Baseline,Weak,0,50,0.5009,,0,0,0.38
AB1_Baseline,Weak,0,50,0.756,,0,0,0.6
AB1_Baseline,Weak,0,50,0.6025,,0,0,0.54
AB1_Baseline,Weak,0,50,0.6357,,0,0,0.54
AB1_Baseline,Weak,0,50,0.5236,,0,0,0.5
AB1_Baseline,Weak,0,50,0.8184,,0,0,0.64
AB1_Baseline,Weak,0,50,0.5985,,0,0,0.56
AB1_Baseline,Weak,0,50,0.6203,,0,0,0.54
AB1_Baseline,Weak,0,50,0.5882,,0,0,0.46
AB1_Baseline,Weak,0,50,0.7031,,0,0,0.6
AB1_Baseline,Weak,0,50,0.6948,,0,0,0.54
AB1_Baseline,Average,0,50,0.8307,,0,0,0.72
AB1_Baseline,Average,0,50,0.816,,0,0,0.62
AB1_Baseline,Average,0,50,0.8338,,0,0,0.6
AB1_Baseline,Average,0,50,0.7608,,0,0,0.6
AB1_Baseline,Average,0,50,0.8447,,0,0,0.78
AB1_Baseline,Average,1,32,0.8514,32,0,0,0.7812
AB1_Baseline,Average,1,40,0.8665,40,0,0,0.725
AB1_Baseline,Average,0,50,0.7806,,0,0,0.58
AB1_Baseline,Average,1,30,0.852,30,0,0,0.6667
AB1_Baseline,Average,0,50,0.8117,,0,0,0.68
AB1_Baseline,Average,0,50,0.811,,0,0,0.74
AB1_Baseline,Average,0,50,0.7749,,0,0,0.66
AB1_Baseline,Average,1,50,0.8675,50,0,0,0.68
AB1_Baseline,Average,0,50,0.7387,,0,0,0.58
AB1_Baseline,Average,0,50,0.7624,,0,0,0.62
AB1_Baseline,Average,1,47,0.8505,47,0,0,0.7447
AB1_Baseline,Average,1,37,0.8763,37,0,0,0.7568
AB1_Baseline,Average,1,43,0.8515,43,0,0,0.6512
AB1_Baseline,Average,1,39,0.8516,39,0,0,0.6923
AB1_Baseline,Average,1,44,0.8524,44,0,0,0.6591
AB1_Baseline,Average,1,45,0.8781,45,0,0,0.7333
AB1_Baseline,Average,0,50,0.7043,,0,0,0.6
AB1_Baseline,Average,1,45,0.8551,45,0,0,0.6889
AB1_Baseline,Average,0,50,0.7335,,0,0,0.5
AB1_Baseline,Average,0,50,0.8093,,0,0,0.64
AB1_Baseline,Average,1,50,0.8799,50,0,0,0.86
AB1_Baseline,Average,0,50,0.7221,,0,0,0.5
AB1_Baseline,Average,1,29,0.8585,29,0,0,0.7586
AB1_Baseline,Average,1,45,0.8679,45,0,0,0.7556
AB1_Baseline,Average,0,50,0.7031,,0,0,0.68
AB1_Baseline,Average,0,50,0.7743,,0,0,0.62
AB1_Baseline,Average,0,50,0.7853,,0,0,0.64
AB1_Baseline,Average,0,50,0.7302,,0,0,0.64
AB1_Baseline,Average,0,50,0.845,,0,0,0.76
AB1_Baseline,Average,1,27,0.8603,27,0,0,0.7778
AB1_Baseline,Average,1,39,0.853,39,0,0,0.8205
AB1_Baseline,Average,0,50,0.7223,,0,0,0.62
AB1_Baseline,Average,1,44,0.8848,44,0,0,0.6818
AB1_Baseline,Average,0,50,0.6939,,0,0,0.52
AB1_Baseline,Average,0,50,0.7662,,0,0,0.7
AB1_Baseline,Average,0,50,0.801,,0,0,0.78
AB1_Baseline,Average,1,31,0.861,31,0,0,0.7742
AB1_Baseline,Average,0,50,0.8154,,0,0,0.82
AB1_Baseline,Average,0,50,0.7479,,0,0,0.56
AB1_Baseline,Average,0,50,0.7797,,0,0,0.56
AB1_Baseline,Average,0,50,0.7248,,0,0,0.68
AB1_Baseline,Average,1,36,0.8503,36,0,0,0.8056
AB1_Baseline,Average,0,50,0.6826,,0,0,0.6
AB1_Baseline,Average,1,42,0.8531,42,0,0,0.6667
AB1_Baseline,Average,0,50,0.7742,,0,0,0.74
AB1_Baseline,Average,0,50,0.744,,0,0,0.54
AB1_Baseline,Average,1,40,0.8526,40,0,0,0.8
AB1_Baseline,Average,1,50,0.8558,50,0,0,0.7
AB1_Baseline,Average,0,50,0.7887,,0,0,0.6
AB1_Baseline,Average,0,50,0.729,,0,0,0.68
AB1_Baseline,Average,0,50,0.7953,,0,0,0.68
AB1_Baseline,Average,0,50,0.6093,,0,0,0.52
AB1_Baseline,Average,1,50,0.8752,50,0,0,0.66
AB1_Baseline,Average,1,45,0.864,45,0,0,0.7111
AB1_Baseline,Average,0,50,0.7416,,0,0,0.7
AB1_Baseline,Average,0,50,0.6651,,0,0,0.46
AB1_Baseline,Average,1,43,0.8628,43,0,0,0.7442
AB1_Baseline,Average,0,50,0.7901,,0,0,0.7
AB1_Baseline,Average,1,46,0.8504,46,0,0,0.7826
AB1_Baseline,Average,0,50,0.7706,,0,0,0.88
AB1_Baseline,Average,1,30,0.8554,30,0,0,0.7
AB1_Baseline,Average,0,50,0.8122,,0,0,0.68
AB1_Baseline,Average,1,34,0.8511,34,0,0,0.7353
AB1_Baseline,Average,1,35,0.8616,35,0,0,0.8
AB1_Baseline,Average,0,50,0.8497,,0,0,0.66
AB1_Baseline,Average,0,50,0.8105,,0,0,0.72
AB1_Baseline,Average,0,50,0.8281,,0,0,0.7
AB1_Baseline,Average,0,50,0.7455,,0,0,0.62
AB1_Baseline,Average,0,50,0.7201,,0,0,0.52
AB1_Baseline,Average,0,50,0.7568,,0,0,0.68
AB1_Baseline,Average,0,50,0.7744,,0,0,0.5
AB1_Baseline,Average,0,50,0.7717,,0,0,0.72
AB1_Baseline,Average,1,39,0.8556,39,0,0,0.6667
AB1_Baseline,Average,1,47,0.8554,47,0,0,0.6596
AB1_Baseline,Average,0,50,0.7164,,0,0,0.68
AB1_Baseline,Average,0,50,0.7016,,0,0,0.52
AB1_Baseline,Average,1,37,0.855,37,0,0,0.8108
AB1_Baseline,Average,0,50,0.8075,,0,0,0.6
AB1_Baseline,Average,0,50,0.7646,,0,0,0.6
AB1_Baseline,Average,0,50,0.6542,,0,0,0.54
AB1_Baseline,Average,1,44,0.8551,44,0,0,0.7045
AB1_Baseline,Average,1,50,0.8531,50,0,0,0.74
AB1_Baseline,Average,0,50,0.8034,,0,0,0.74
AB1_Baseline,Average,0,50,0.7829,,0,0,0.76
AB1_Baseline,Average,0,50,0.7224,,0,0,0.6
AB1_Baseline,Average,1,47,0.8656,47,0,0,0.7872
AB1_Baseline,Average,1,50,0.8723,50,0,0,0.62
AB1_Baseline,Average,1,50,0.8591,50,0,0,0.6
AB1_Baseline,Average,0,50,0.822,,0,0,0.72
AB1_Baseline,Average,0,50,0.7745,,0,0,0.56
AB1_Baseline,Average,0,50,0.784,,0,0,0.72
AB1_Baseline,Average,0,50,0.8284,,0,0,0.76
AB1_Baseline,Average,0,50,0.8491,,0,0,0.72
AB1_Baseline,Average,1,50,0.8784,50,0,0,0.74
AB1_Baseline,Average,1,34,0.8633,34,0,0,0.7647
AB2_RuleBased,Careless,0,50,0.8193,,11,8,0.58
AB2_RuleBased,Careless,0,50,0.8287,,9,8,0.66
AB2_RuleBased,Careless,0,50,0.8336,,10,9,0.56
AB2_RuleBased,Careless,0,50,0.7593,,11,8,0.54
AB2_RuleBased,Careless,1,19,0.867,19,2,1,0.8947
AB2_RuleBased,Careless,1,25,0.8659,25,4,4,0.68
AB2_RuleBased,Careless,0,50,0.7657,,9,8,0.62
AB2_RuleBased,Careless,1,19,0.8514,19,2,2,0.6842
AB2_RuleBased,Careless,0,50,0.8112,,8,8,0.64
AB2_RuleBased,Careless,0,50,0.8173,,8,7,0.68
AB2_RuleBased,Careless,1,23,0.8524,23,3,3,0.7826
AB2_RuleBased,Careless,0,50,0.7309,,10,10,0.6
AB2_RuleBased,Careless,1,25,0.8579,25,4,3,0.68
AB2_RuleBased,Careless,1,40,0.8659,40,8,8,0.55
AB2_RuleBased,Careless,1,24,0.8508,24,4,4,0.5833
AB2_RuleBased,Careless,0,50,0.7621,,9,8,0.56
AB2_RuleBased,Careless,1,18,0.8503,18,3,3,0.6111
AB2_RuleBased,Careless,0,50,0.6988,,10,3,0.46
AB2_RuleBased,Careless,0,50,0.8177,,9,7,0.68
AB2_RuleBased,Careless,1,25,0.8741,25,4,4,0.72
AB2_RuleBased,Careless,1,27,0.8558,27,4,3,0.5185
AB2_RuleBased,Careless,1,7,0.8507,7,1,1,0.7143
AB2_RuleBased,Careless,1,10,0.8713,10,1,1,0.8
AB2_RuleBased,Careless,1,23,0.8597,23,4,4,0.6522
AB2_RuleBased,Careless,1,19,0.8501,19,3,2,0.7368
AB2_RuleBased,Careless,1,20,0.8876,20,2,1,0.85
AB2_RuleBased,Careless,1,3,0.8524,3,1,1,0.6667
AB2_RuleBased,Careless,0,50,0.8343,,10,7,0.64
AB2_RuleBased,Careless,0,50,0.7563,,9,7,0.62
AB2_RuleBased,Careless,0,50,0.7645,,10,6,0.46
AB2_RuleBased,Careless,0,50,0.7615,,10,8,0.62
AB2_RuleBased,Careless,0,50,0.7558,,10,9,0.64
AB2_RuleBased,Careless,1,31,0.8542,31,5,5,0.7742
AB2_RuleBased,Careless,1,17,0.8504,17,2,1,0.7059
AB2_RuleBased,Careless,1,40,0.861,40,7,4,0.65
AB2_RuleBased,Careless,1,10,0.8609,10,1,1,0.9
AB2_RuleBased,Careless,1,38,0.8633,38,6,4,0.6316
AB2_RuleBased,Careless,0,50,0.7115,,9,7,0.72
AB2_RuleBased,Careless,1,30,0.8527,30,5,5,0.6
AB2_RuleBased,Careless,1,17,0.8586,17,3,3,0.5882
AB2_RuleBased,Careless,0,50,0.8183,,9,9,0.68
AB2_RuleBased,Careless,0,50,0.6041,,11,0,0.72
AB2_RuleBased,Careless,1,46,0.8503,46,7,5,0.7609
AB2_RuleBased,Careless,0,50,0.7102,,11,9,0.66
AB2_RuleBased,Careless,1,5,0.8518,5,0,0,1.0
AB2_RuleBased,Careless,0,50,0.758,,11,8,0.58
AB2_RuleBased,Careless,1,17,0.8507,17,3,2,0.7059
AB2_RuleBased,Careless,0,50,0.6451,,10,5,0.62
AB2_RuleBased,Careless,0,50,0.794,,8,4,0.54
AB2_RuleBased,Careless,1,34,0.8506,34,6,5,0.6765
AB2_RuleBased,Careless,0,50,0.768,,10,10,0.54
AB2_RuleBased,Careless,0,50,0.7492,,10,7,0.64
AB2_RuleBased,Careless,1,27,0.8544,27,5,5,0.5185
AB2_RuleBased,Careless,0,50,0.8209,,10,7,0.56
AB2_RuleBased,Careless,1,19,0.8532,19,3,3,0.5789
AB2_RuleBased,Careless,0,50,0.6371,,11,8,0.66
AB2_RuleBased,Careless,1,13,0.8508,13,3,3,0.4615
AB2_RuleBased,Careless,0,50,0.7724,,11,9,0.44
AB2_RuleBased,Careless,1,21,0.8551,21,3,2,0.7619
AB2_RuleBased,Careless,0,50,0.8077,,9,7,0.64
AB2_RuleBased,Careless,0,50,0.8372,,8,8,0.74
AB2_RuleBased,Careless,0,50,0.8195,,8,5,0.72
AB2_RuleBased,Careless,1,19,0.8509,19,3,3,0.6316
AB2_RuleBased,Careless,1,45,0.8531,45,9,6,0.5778
AB2_RuleBased,Careless,0,50,0.82,,8,8,0.7
AB2_RuleBased,Careless,0,50,0.8108,,11,10,0.5
AB2_RuleBased,Careless,1,19,0.8528,19,3,3,0.5789
AB2_RuleBased,Careless,1,25,0.8508,25,4,4,0.68
AB2_RuleBased,Careless,0,50,0.7361,,11,8,0.54
AB2_RuleBased,Careless,0,50,0.785,,8,4,0.58
AB2_RuleBased,Careless,0,50,0.7038,,10,7,0.5
AB2_RuleBased,Careless,1,45,0.8511,45,8,6,0.6222
AB2_RuleBased,Careless,0,50,0.7661,,8,5,0.7
AB2_RuleBased,Careless,0,50,0.7277,,9,9,0.66
AB2_RuleBased,Careless,1,44,0.8618,44,7,5,0.6364
AB2_RuleBased,Careless,1,24,0.8532,24,4,3,0.75
AB2_RuleBased,Careless,1,11,0.8516,11,1,1,0.9091
AB2_RuleBased,Careless,0,50,0.7331,,11,9,0.6
AB2_RuleBased,Careless,1,14,0.8565,14,1,1,0.7857
AB2_RuleBased,Careless,0,50,0.815,,10,9,0.64
AB2_RuleBased,Careless,0,50,0.7841,,7,6,0.68
AB2_RuleBased,Careless,0,50,0.7421,,10,10,0.66
AB2_RuleBased,Careless,1,9,0.8623,9,1,0,0.7778
AB2_RuleBased,Careless,0,50,0.788,,10,8,0.66
AB2_RuleBased,Careless,1,40,0.8662,40,8,8,0.575
AB2_RuleBased,Careless,0,50,0.8203,,10,9,0.6
AB2_RuleBased,Careless,1,30,0.8504,30,5,3,0.6333
AB2_RuleBased,Careless,0,50,0.7322,,10,8,0.58
AB2_RuleBased,Careless,1,40,0.8573,40,7,6,0.675
AB2_RuleBased,Careless,1,39,0.8521,39,5,4,0.7949
AB2_RuleBased,Careless,1,38,0.8575,38,6,5,0.6579
AB2_RuleBased,Careless,0,50,0.8197,,10,8,0.66
AB2_RuleBased,Careless,0,50,0.7533,,11,10,0.6
AB2_RuleBased,Careless,0,50,0.8334,,10,9,0.6
AB2_RuleBased,Careless,1,22,0.8505,22,3,3,0.6818
AB2_RuleBased,Careless,1,16,0.8546,16,2,2,0.8125
AB2_RuleBased,Careless,1,41,0.855,41,7,5,0.7317
AB2_RuleBased,Careless,1,26,0.8573,26,4,2,0.7692
AB2_RuleBased,Careless,0,50,0.8271,,8,6,0.68
AB2_RuleBased,Careless,0,50,0.823,,9,7,0.66
AB2_RuleBased,Weak,0,50,0.6484,,8,2,0.64
AB2_RuleBased,Weak,0,50,0.553,,11,0,0.34
AB2_RuleBased,Weak,0,50,0.5485,,11,0,0.64
AB2_RuleBased,Weak,0,50,0.6115,,11,0,0.7
AB2_RuleBased,Weak,0,50,0.4901,,12,0,0.3
AB2_RuleBased,Weak,0,50,0.5785,,11,0,0.38
AB2_RuleBased,Weak,0,50,0.5959,,10,0,0.66
AB2_RuleBased,Weak,0,50,0.562,,11,0,0.58
AB2_RuleBased,Weak,0,50,0.7324,,7,3,0.8
AB2_RuleBased,Weak,0,50,0.6512,,8,2,0.72
AB2_RuleBased,Weak,0,50,0.6825,,8,4,0.74
AB2_RuleBased,Weak,0,50,0.6042,,10,0,0.64
AB2_RuleBased,Weak,0,50,0.627,,9,0,0.74
AB2_RuleBased,Weak,0,50,0.5766,,10,0,0.6
AB2_RuleBased,Weak,0,50,0.5083,,10,0,0.54
AB2_RuleBased,Weak,0,50,0.5616,,10,0,0.66
AB2_RuleBased,Weak,0,50,0.6458,,10,3,0.64
AB2_RuleBased,Weak,0,50,0.6244,,9,0,0.74
AB2_RuleBased,Weak,0,50,0.5963,,9,0,0.72
AB2_RuleBased,Weak,0,50,0.5536,,11,0,0.56
AB2_RuleBased,Weak,0,50,0.5158,,11,0,0.66
AB2_RuleBased,Weak,0,50,0.5882,,10,0,0.64
AB2_RuleBased,Weak,0,50,0.5748,,12,0,0.5
AB2_RuleBased,Weak,0,50,0.5939,,9,0,0.72
AB2_RuleBased,Weak,0,50,0.5561,,12,0,0.62
AB2_RuleBased,Weak,0,50,0.562,,10,0,0.54
AB2_RuleBased,Weak,0,50,0.559,,10,0,0.62
AB2_RuleBased,Weak,0,50,0.671,,8,2,0.68
AB2_RuleBased,Weak,0,50,0.6253,,10,1,0.66
AB2_RuleBased,Weak,0,50,0.5669,,11,0,0.6
AB2_RuleBased,Weak,0,50,0.6645,,10,1,0.6
AB2_RuleBased,Weak,0,50,0.6069,,11,0,0.44
AB2_RuleBased,Weak,0,50,0.6395,,11,0,0.64
AB2_RuleBased,Weak,0,50,0.5464,,10,0,0.72
AB2_RuleBased,Weak,0,50,0.5612,,11,0,0.68
AB2_RuleBased,Weak,0,50,0.6445,,9,0,0.68
AB2_RuleBased,Weak,0,50,0.5687,,11,0,0.5
AB2_RuleBased,Weak,0,50,0.7285,,9,1,0.66
AB2_RuleBased,Weak,0,50,0.6698,,10,3,0.78
