strategy,student_type,success,total_steps,final_mastery,reached_mastery_step,remediation_count,unnecessary_remediations,final_accuracy
AB1_Baseline,Weak,0,40,0.2568,,0,0,0.25
AB1_Baseline,Weak,0,40,0.5501,,0,0,0.55
AB1_Baseline,Weak,0,40,0.5187,,0,0,0.55
AB1_Baseline,Weak,0,40,0.4724,,0,0,0.425
AB1_Baseline,Weak,0,40,0.5289,,0,0,0.525
AB1_Baseline,Weak,0,40,0.3009,,0,0,0.275
AB1_Baseline,Weak,0,40,0.4229,,0,0,0.325
AB1_Baseline,Weak,0,40,0.438,,0,0,0.325
AB1_Baseline,Weak,0,40,0.4633,,0,0,0.5
AB1_Baseline,Weak,0,40,0.5099,,0,0,0.55
AB1_Baseline,Weak,0,40,0.4849,,0,0,0.425
AB1_Baseline,Weak,0,40,0.4658,,0,0,0.45
AB1_Baseline,Weak,0,40,0.4438,,0,0,0.325
AB1_Baseline,Weak,0,40,0.6215,,0,0,0.525
AB1_Baseline,Weak,0,40,0.3101,,0,0,0.35
AB1_Baseline,Weak,0,40,0.69,,0,0,0.525
AB1_Baseline,Weak,0,40,0.4644,,0,0,0.4
AB1_Baseline,Weak,0,40,0.3497,,0,0,0.275
AB1_Baseline,Weak,0,40,0.5095,,0,0,0.475
AB1_Baseline,Weak,0,40,0.3827,,0,0,0.3
AB1_Baseline,Weak,0,40,0.4797,,0,0,0.475
AB1_Baseline,Weak,0,40,0.3413,,0,0,0.35
AB1_Baseline,Weak,0,40,0.3524,,0,0,0.475
AB1_Baseline,Weak,0,40,0.4127,,0,0,0.325
AB1_Baseline,Weak,0,40,0.534,,0,0,0.55
AB1_Baseline,Weak,0,40,0.5023,,0,0,0.55
AB1_Baseline,Weak,0,40,0.4053,,0,0,0.45
AB1_Baseline,Weak,0,40,0.4894,,0,0,0.5
AB1_Baseline,Weak,0,40,0.5298,,0,0,0.5
AB1_Baseline,Weak,0,40,0.6246,,0,0,0.65
AB1_Baseline,Weak,0,40,0.617,,0,0,0.55
AB1_Baseline,Weak,0,40,0.6193,,0,0,0.65
AB1_Baseline,Weak,0,40,0.5606,,0,0,0.525
AB1_Baseline,Weak,0,40,0.5791,,0,0,0.75
AB1_Baseline,Weak,0,40,0.7624,,0,0,0.75
AB1_Baseline,Weak,0,40,0.4848,,0,0,0.475
AB1_Baseline,Weak,0,40,0.3363,,0,0,0.3
AB1_Baseline,Weak,0,40,0.6535,,0,0,0.675
AB1_Baseline,Weak,0,40,0.4957,,0,0,0.525
AB1_Baseline,Weak,0,40,0.4387,,0,0,0.375
AB1_Baseline,Weak,0,40,0.5088,,0,0,0.475
AB1_Baseline,Weak,0,40,0.5488,,0,0,0.5
AB1_Baseline,Weak,0,40,0.5025,,0,0,0.575
AB1_Baseline,Weak,0,40,0.4265,,0,0,0.425
AB1_Baseline,Weak,0,40,0.5748,,0,0,0.625
AB1_Baseline,Weak,0,40,0.4943,,0,0,0.525
AB1_Baseline,Weak,0,40,0.5698,,0,0,0.575
AB1_Baseline,Weak,0,40,0.6316,,0,0,0.55
AB1_Baseline,Weak,0,40,0.597,,0,0,0.575
AB1_Baseline,Weak,0,40,0.5005,,0,0,0.6
AB1_Baseline,Weak,0,40,0.5458,,0,0,0.55
AB1_Baseline,Weak,0,40,0.4034,,0,0,0.45
AB1_Baseline,Weak,0,40,0.5099,,0,0,0.5
AB1_Baseline,Weak,0,40,0.5594,,0,0,0.55
AB1_Baseline,Weak,0,40,0.4796,,0,0,0.425
AB1_Baseline,Weak,0,40,0.5012,,0,0,0.5
AB1_Baseline,Weak,0,40,0.6085,,0,0,0.525
AB1_Baseline,Weak,0,40,0.4825,,0,0,0.5
AB1_Baseline,Weak,0,40,0.5119,,0,0,0.475
AB1_Baseline,Weak,0,40,0.428,,0,0,0.4
AB1_Baseline,Weak,0,40,0.5869,,0,0,0.425
AB1_Baseline,Weak,0,40,0.562,,0,0,0.55
AB1_Baseline,Weak,0,40,0.3705,,0,0,0.375
AB1_Baseline,Weak,0,40,0.5681,,0,0,0.475
AB1_Baseline,Weak,0,40,0.3115,,0,0,0.4
AB1_Baseline,Weak,0,40,0.4477,,0,0,0.45
AB1_Baseline,Weak,0,40,0.2878,,0,0,0.3
AB1_Baseline,Weak,0,40,0.5308,,0,0,0.5
AB1_Baseline,Weak,0,40,0.5933,,0,0,0.7
AB1_Baseline,Weak,0,40,0.5037,,0,0,0.425
AB1_Baseline,Weak,0,40,0.4183,,0,0,0.375
AB1_Baseline,Weak,0,40,0.435,,0,0,0.425
AB1_Baseline,Weak,0,40,0.3894,,0,0,0.325
AB1_Baseline,Weak,0,40,0.5731,,0,0,0.525
AB1_Baseline,Weak,0,40,0.4373,,0,0,0.45
AB1_Baseline,Average,0,40,0.7707,,0,0,0.625
AB1_Baseline,Average,1,32,0.8098,32,0,0,0.75
AB1_Baseline,Average,1,25,0.8039,25,0,0,0.8
AB1_Baseline,Average,1,39,0.8259,39,0,0,0.5641
AB1_Baseline,Average,0,40,0.7982,,0,0,0.575
AB1_Baseline,Average,1,29,0.8007,29,0,0,0.7586
AB1_Baseline,Average,1,17,0.8111,17,0,0,0.8824
AB1_Baseline,Average,0,40,0.7568,,0,0,0.475
AB1_Baseline,Average,1,40,0.8024,40,0,0,0.7
AB1_Baseline,Average,0,40,0.7919,,0,0,0.5
AB1_Baseline,Average,1,22,0.8103,22,0,0,0.7273
AB1_Baseline,Average,0,40,0.7113,,0,0,0.5
AB1_Baseline,Average,1,35,0.801,35,0,0,0.6857
AB1_Baseline,Average,0,40,0.7715,,0,0,0.625
AB1_Baseline,Average,1,26,0.8045,26,0,0,0.6538
AB1_Baseline,Average,1,30,0.8089,30,0,0,0.6
AB1_Baseline,Average,1,34,0.8148,34,0,0,0.5588
AB1_Baseline,Average,1,28,0.8325,28,0,0,0.75
AB1_Baseline,Average,1,30,0.8024,30,0,0,0.5667
AB1_Baseline,Average,1,36,0.8019,36,0,0,0.7222
AB1_Baseline,Average,1,32,0.8028,32,0,0,0.6875
AB1_Baseline,Average,1,24,0.8083,24,0,0,0.625
AB1_Baseline,Average,1,23,0.8012,23,0,0,0.8696
AB1_Baseline,Average,0,40,0.786,,0,0,0.65
AB1_Baseline,Average,0,40,0.6648,,0,0,0.475
AB1_Baseline,Average,1,30,0.8259,30,0,0,0.8
AB1_Baseline,Average,1,21,0.8009,21,0,0,0.8095
AB1_Baseline,Average,1,27,0.805,27,0,0,0.7037
AB1_Baseline,Average,1,26,0.8164,26,0,0,0.6538
AB1_Baseline,Average,1,22,0.8033,22,0,0,0.7273
AB1_Baseline,Average,1,29,0.8053,29,0,0,0.6897
AB1_Baseline,Average,1,28,0.8282,28,0,0,0.6786
AB1_Baseline,Average,0,40,0.7527,,0,0,0.725
AB1_Baseline,Average,1,30,0.8041,30,0,0,0.6667
AB1_Baseline,Average,1,37,0.8042,37,0,0,0.5676
AB1_Baseline,Average,0,40,0.7432,,0,0,0.55
AB1_Baseline,Average,0,40,0.6942,,0,0,0.6
AB1_Baseline,Average,1,27,0.812,27,0,0,0.7037
AB1_Baseline,Average,1,40,0.806,40,0,0,0.6
AB1_Baseline,Average,1,32,0.8133,32,0,0,0.625
AB1_Baseline,Average,0,40,0.7893,,0,0,0.625
AB1_Baseline,Average,0,40,0.785,,0,0,0.55
AB1_Baseline,Average,0,40,0.7704,,0,0,0.725
AB1_Baseline,Average,1,19,0.8015,19,0,0,0.7368
AB1_Baseline,Average,1,25,0.8115,25,0,0,0.64
AB1_Baseline,Average,0,40,0.6736,,0,0,0.35
AB1_Baseline,Average,1,30,0.8009,30,0,0,0.6333
AB1_Baseline,Average,1,30,0.8155,30,0,0,0.8
AB1_Baseline,Average,0,40,0.726,,0,0,0.575
AB1_Baseline,Average,1,21,0.8093,21,0,0,0.7619
AB1_Baseline,Average,1,19,0.8024,19,0,0,0.8421
AB1_Baseline,Average,0,40,0.7825,,0,0,0.675
AB1_Baseline,Average,1,23,0.8181,23,0,0,0.6957
AB1_Baseline,Average,1,17,0.8194,17,0,0,0.8235
AB1_Baseline,Average,1,36,0.8119,36,0,0,0.6111
AB1_Baseline,Average,1,27,0.8021,27,0,0,0.7407
AB1_Baseline,Average,0,40,0.7465,,0,0,0.625
AB1_Baseline,Average,1,22,0.8008,22,0,0,0.7273
AB1_Baseline,Average,1,26,0.8032,26,0,0,0.6538
AB1_Baseline,Average,0,40,0.7231,,0,0,0.625
AB1_Baseline,Average,1,20,0.8018,20,0,0,0.8
AB1_Baseline,Average,0,40,0.7168,,0,0,0.6
AB1_Baseline,Average,1,25,0.803,25,0,0,0.68
AB1_Baseline,Average,0,40,0.7789,,0,0,0.725
AB1_Baseline,Average,1,32,0.8071,32,0,0,0.5625
AB1_Baseline,Average,1,38,0.8046,38,0,0,0.5526
AB1_Baseline,Average,0,40,0.6808,,0,0,0.625
AB1_Baseline,Average,0,40,0.6934,,0,0,0.6
AB1_Baseline,Average,1,35,0.8049,35,0,0,0.7143
AB1_Baseline,Average,0,40,0.7096,,0,0,0.575
AB1_Baseline,Average,1,25,0.8076,25,0,0,0.8
AB1_Baseline,Average,0,40,0.7804,,0,0,0.6
AB1_Baseline,Average,1,33,0.8003,33,0,0,0.7576
AB1_Baseline,Average,1,29,0.8018,29,0,0,0.7241
AB1_Baseline,Average,1,32,0.806,32,0,0,0.625
AB1_Baseline,Average,1,32,0.8137,32,0,0,0.7812
AB1_Baseline,Average,1,21,0.801,21,0,0,0.6667
AB1_Baseline,Average,1,28,0.8199,28,0,0,0.7143
AB1_Baseline,Average,1,37,0.8357,37,0,0,0.7027
AB1_Baseline,Average,0,40,0.7662,,0,0,0.55
AB1_Baseline,Average,1,38,0.8211,38,0,0,0.5789
AB1_Baseline,Average,1,38,0.8248,38,0,0,0.6316
AB1_Baseline,Average,1,30,0.8055,30,0,0,0.6
AB1_Baseline,Average,1,31,0.8025,31,0,0,0.7097
AB1_Baseline,Average,0,40,0.7337,,0,0,0.525
AB1_Baseline,Average,1,25,0.8421,25,0,0,0.72
AB1_Baseline,Average,0,40,0.7503,,0,0,0.525
AB1_Baseline,Average,1,32,0.8309,32,0,0,0.625
AB1_Baseline,Average,1,22,0.8027,22,0,0,0.7727
AB1_Baseline,Average,1,29,0.8116,29,0,0,0.6552
AB1_Baseline,Average,1,30,0.8071,30,0,0,0.6333
AB1_Baseline,Average,1,20,0.8027,20,0,0,0.85
AB1_Baseline,Average,1,21,0.8022,21,0,0,0.7143
AB1_Baseline,Average,1,40,0.8265,40,0,0,0.55
AB1_Baseline,Average,1,32,0.805,32,0,0,0.5
AB1_Baseline,Average,0,40,0.741,,0,0,0.625
AB1_Baseline,Average,1,40,0.8317,40,0,0,0.7
AB1_Baseline,Average,0,40,0.7988,,0,0,0.575
AB1_Baseline,Average,0,40,0.7338,,0,0,0.5
AB1_Baseline,Average,1,34,0.8043,34,0,0,0.5882
AB2_RuleBased,Careless,1,7,0.8032,7,0,0,0.7143
AB2_RuleBased,Careless,1,7,0.8102,7,0,0,0.7143
AB2_RuleBased,Careless,1,9,0.807,9,0,0,0.7778
AB2_RuleBased,Careless,1,8,0.8002,8,1,1,0.75
AB2_RuleBased,Careless,1,12,0.8287,12,1,1,0.5833
AB2_RuleBased,Careless,1,25,0.8039,25,3,2,0.6
AB2_RuleBased,Careless,1,12,0.8042,12,1,1,0.5
AB2_RuleBased,Careless,1,19,0.824,19,3,1,0.5789
AB2_RuleBased,Careless,1,25,0.8249,25,4,3,0.52
AB2_RuleBased,Careless,1,12,0.8047,12,2,2,0.6667
AB2_RuleBased,Careless,1,15,0.8111,15,1,1,0.6667
AB2_RuleBased,Careless,1,14,0.8043,14,1,1,0.7143
AB2_RuleBased,Careless,1,17,0.8091,17,3,3,0.4706
AB2_RuleBased,Careless,1,13,0.821,13,2,2,0.6154
AB2_RuleBased,Careless,1,30,0.827,30,5,5,0.4667
AB2_RuleBased,Careless,1,20,0.8239,20,3,3,0.55
AB2_RuleBased,Careless,1,13,0.8004,13,1,1,0.4615
AB2_RuleBased,Careless,1,20,0.8031,20,2,1,0.5
AB2_RuleBased,Careless,1,13,0.8051,13,2,1,0.6154
AB2_RuleBased,Careless,1,11,0.8126,11,1,1,0.7273
AB2_RuleBased,Careless,1,10,0.8176,10,1,1,0.7
AB2_RuleBased,Careless,1,11,0.8049,11,1,1,0.6364
AB2_RuleBased,Careless,1,13,0.8077,13,2,2,0.5385
AB2_RuleBased,Careless,1,27,0.8003,27,4,3,0.3704
AB2_RuleBased,Careless,1,10,0.8019,10,0,0,0.6
AB2_RuleBased,Careless,1,18,0.8099,18,3,3,0.5
AB2_RuleBased,Careless,1,15,0.8113,15,1,1,0.6667
AB2_RuleBased,Careless,1,10,0.8055,10,0,0,0.7
AB2_RuleBased,Careless,1,14,0.8016,14,2,2,0.5714
AB2_RuleBased,Careless,1,16,0.8063,16,2,2,0.5625
AB2_RuleBased,Careless,1,12,0.8065,12,0,0,0.6667
AB2_RuleBased,Careless,1,9,0.8025,9,1,1,0.6667
AB2_RuleBased,Careless,1,35,0.804,35,5,4,0.5714
AB2_RuleBased,Careless,1,25,0.8047,25,4,4,0.44
AB2_RuleBased,Careless,1,17,0.8066,17,4,4,0.4706
AB2_RuleBased,Careless,1,6,0.8041,6,0,0,1.0
AB2_RuleBased,Careless,1,17,0.8034,17,2,2,0.5882
AB2_RuleBased,Careless,1,14,0.8044,14,3,3,0.5
AB2_RuleBased,Careless,1,16,0.8072,16,2,1,0.5
AB2_RuleBased,Careless,1,14,0.8008,14,1,1,0.5714
AB2_RuleBased,Careless,1,22,0.8085,22,3,2,0.5
AB2_RuleBased,Careless,1,21,0.8053,21,2,2,0.4762
AB2_RuleBased,Careless,1,39,0.8188,39,5,5,0.4872
AB2_RuleBased,Careless,1,15,0.8183,15,3,3,0.5333
AB2_RuleBased,Careless,1,11,0.8106,11,1,1,0.6364
AB2_RuleBased,Careless,1,17,0.8169,17,2,2,0.5294
AB2_RuleBased,Careless,1,15,0.8268,15,1,1,0.6667
AB2_RuleBased,Careless,1,6,0.8028,6,1,1,0.6667
AB2_RuleBased,Careless,1,13,0.8039,13,1,1,0.6154
AB2_RuleBased,Careless,1,14,0.8085,14,1,1,0.6429
AB2_RuleBased,Careless,1,17,0.8101,17,2,2,0.4706
AB2_RuleBased,Careless,1,16,0.8008,16,1,1,0.625
AB2_RuleBased,Careless,1,20,0.8077,20,4,4,0.5
AB2_RuleBased,Careless,1,32,0.8056,32,4,4,0.4688
AB2_RuleBased,Careless,1,9,0.8064,9,0,0,0.7778
AB2_RuleBased,Careless,1,28,0.8139,28,3,2,0.4643
AB2_RuleBased,Careless,1,17,0.8059,17,3,3,0.5294
AB2_RuleBased,Careless,1,6,0.8065,6,1,1,0.6667
AB2_RuleBased,Careless,1,8,0.8059,8,0,0,0.875
AB2_RuleBased,Careless,1,37,0.808,37,7,5,0.3514
AB2_RuleBased,Careless,1,10,0.8019,10,1,1,0.6
AB2_RuleBased,Careless,1,21,0.8025,21,3,2,0.5238
AB2_RuleBased,Careless,1,12,0.8005,12,1,1,0.5833
AB2_RuleBased,Careless,1,22,0.8077,22,3,3,0.5
AB2_RuleBased,Careless,1,24,0.8053,24,3,3,0.5417
AB2_RuleBased,Careless,1,12,0.822,12,1,1,0.75
AB2_RuleBased,Careless,1,12,0.8101,12,1,1,0.5833
AB2_RuleBased,Careless,1,25,0.8109,25,5,5,0.4
AB2_RuleBased,Careless,0,40,0.7765,,7,6,0.425
AB2_RuleBased,Careless,1,7,0.8136,7,1,1,0.7143
AB2_RuleBased,Careless,1,22,0.8049,22,3,3,0.5
AB2_RuleBased,Careless,1,17,0.8048,17,3,3,0.4118
AB2_RuleBased,Careless,1,14,0.8061,14,2,2,0.5714
AB2_RuleBased,Careless,1,17,0.8034,17,3,3,0.5294
AB2_RuleBased,Careless,1,14,0.8099,14,2,2,0.6429
AB2_RuleBased,Careless,1,7,0.8074,7,0,0,0.8571
AB2_RuleBased,Careless,1,11,0.8019,11,0,0,0.6364
AB2_RuleBased,Careless,1,23,0.8,23,4,4,0.4348
AB2_RuleBased,Careless,1,14,0.8072,14,1,1,0.5714
AB2_RuleBased,Careless,1,14,0.805,14,1,0,0.6429
AB2_RuleBased,Careless,0,40,0.7806,,8,7,0.425
AB2_RuleBased,Careless,1,27,0.8004,27,3,2,0.4815
AB2_RuleBased,Careless,1,11,0.8053,11,1,1,0.6364
AB2_RuleBased,Careless,1,23,0.8274,23,3,2,0.5217
AB2_RuleBased,Careless,1,18,0.8002,18,3,3,0.4444
AB2_RuleBased,Careless,1,16,0.8066,16,1,1,0.625
AB2_RuleBased,Careless,1,12,0.8026,12,1,1,0.6667
AB2_RuleBased,Careless,1,20,0.8088,20,3,3,0.5
AB2_RuleBased,Careless,1,15,0.8028,15,1,1,0.6
AB2_RuleBased,Careless,1,16,0.8066,16,2,2,0.5
AB2_RuleBased,Careless,1,11,0.8125,11,1,1,0.7273
AB2_RuleBased,Careless,1,14,0.8219,14,1,1,0.6429
AB2_RuleBased,Careless,1,31,0.8023,31,5,5,0.3548
AB2_RuleBased,Careless,1,18,0.8098,18,3,3,0.4444
AB2_RuleBased,Careless,1,19,0.8183,19,2,2,0.4737
AB2_RuleBased,Careless,1,25,0.8164,25,3,2,0.48
AB2_RuleBased,Careless,1,20,0.81,20,2,1,0.55
AB2_RuleBased,Careless,1,21,0.8013,21,3,3,0.5238
AB2_RuleBased,Careless,1,17,0.8006,17,1,0,0.7059
AB2_RuleBased,Careless,1,12,0.8074,12,1,1,0.5833
AB2_RuleBased,Weak,0,40,0.483,,11,0,0.45
AB2_RuleBased,Weak,0,40,0.5487,,8,0,0.55
AB2_RuleBased,Weak,0,40,0.5592,,9,0,0.575
AB2_RuleBased,Weak,0,40,0.4273,,8,0,0.4
AB2_RuleBased,Weak,0,40,0.4208,,12,0,0.3
AB2_RuleBased,Weak,0,40,0.4765,,10,0,0.5
AB2_RuleBased,Weak,0,40,0.6152,,10,0,0.55
AB2_RuleBased,Weak,0,40,0.5974,,7,0,0.5
AB2_RuleBased,Weak,0,40,0.5014,,10,0,0.525
AB2_RuleBased,Weak,0,40,0.5085,,9,0,0.525
AB2_RuleBased,Weak,0,40,0.476,,11,0,0.375
AB2_RuleBased,Weak,0,40,0.4402,,12,0,0.525
AB2_RuleBased,Weak,0,40,0.5367,,11,0,0.425
AB2_RuleBased,Weak,0,40,0.3882,,11,0,0.375
AB2_RuleBased,Weak,0,40,0.6386,,8,0,0.575
AB2_RuleBased,Weak,0,40,0.5769,,5,0,0.6
AB2_RuleBased,Weak,0,40,0.612,,9,0,0.525
AB2_RuleBased,Weak,0,40,0.4931,,8,0,0.55
AB2_RuleBased,Weak,0,40,0.6345,,6,0,0.65
AB2_RuleBased,Weak,0,40,0.6772,,4,0,0.75
AB2_RuleBased,Weak,0,40,0.599,,7,0,0.6
AB2_RuleBased,Weak,0,40,0.508,,9,0,0.475
AB2_RuleBased,Weak,0,40,0.7333,,2,0,0.75
AB2_RuleBased,Weak,0,40,0.6053,,8,0,0.65
AB2_RuleBased,Weak,0,40,0.642,,5,0,0.625
AB2_RuleBased,Weak,0,40,0.4329,,10,0,0.35
AB2_RuleBased,Weak,0,40,0.3824,,13,0,0.525
AB2_RuleBased,Weak,0,40,0.5904,,5,0,0.7
AB2_RuleBased,Weak,0,40,0.5374,,8,0,0.575
AB2_RuleBased,Weak,0,40,0.4959,,11,0,0.525
AB2_RuleBased,Weak,0,40,0.5433,,12,0,0.375
AB2_RuleBased,Weak,0,40,0.49,,8,0,0.45
AB2_RuleBased,Weak,0,40,0.5608,,10,0,0.55
AB2_RuleBased,Weak,0,40,0.4742,,9,0,0.45
