strategy,student_type,success,total_steps,final_mastery,reached_mastery_step,remediation_count,unnecessary_remediations,final_accuracy
AB1_Baseline,Careless,1,4,0.95,4,0,0,0.8
AB1_Baseline,Careless,1,4,0.95,4,0,0,0.8
AB1_Baseline,Careless,1,4,0.95,4,0,0,0.8
AB1_Baseline,Careless,1,4,0.95,4,0,0,0.8
AB1_Baseline,Careless,1,5,0.93,5,0,0,0.8
AB1_Baseline,Careless,1,5,0.93,5,0,0,0.8
AB1_Baseline,Careless,1,5,0.93,5,0,0,0.8
AB1_Baseline,Careless,1,4,0.95,4,0,0,0.8
AB1_Baseline,Careless,1,4,0.95,4,0,0,0.8
AB1_Baseline,Careless,1,5,0.9,5,0,0,0.8
AB1_Baseline,Careless,1,5,0.93,5,0,0,0.8
AB1_Baseline,Careless,1,6,0.91,6,0,0,0.8
AB1_Baseline,Careless,1,4,0.95,4,0,0,0.8
AB1_Baseline,Careless,1,9,0.85,9,0,0,0.8
AB1_Baseline,Careless,1,5,0.93,5,0,0,0.8
AB1_Baseline,Careless,1,5,0.93,5,0,0,0.8
AB1_Baseline,Careless,1,6,0.91,6,0,0,0.8
AB1_Baseline,Careless,1,5,0.93,5,0,0,0.8
AB1_Baseline,Weak,1,13,0.9,13,0,0,0.3
AB1_Baseline,Weak,1,8,0.95,8,0,0,0.3
AB1_Baseline,Weak,1,14,0.88,14,0,0,0.3
AB1_Baseline,Weak,1,19,0.89,19,0,0,0.3
AB1_Baseline,Weak,1,25,0.93,25,0,0,0.3
AB1_Baseline,Weak,0,30,0.43,,0,0,0.3
AB1_Baseline,Weak,0,30,0.31,,0,0,0.3
AB1_Baseline,Weak,0,30,0.36,,0,0,0.3
AB1_Baseline,Weak,0,30,0.18,,0,0,0.3
AB1_Baseline,Weak,0,30,0.26,,0,0,0.3
AB1_Baseline,Weak,1,20,0.9,20,0,0,0.3
AB1_Baseline,Weak,0,30,0.43,,0,0,0.3
AB1_Baseline,Weak,0,30,0.26,,0,0,0.3
AB1_Baseline,Weak,0,30,0.66,,0,0,0.3
AB1_Baseline,Weak,0,30,0.77,,0,0,0.3
AB1_Baseline,Weak,0,30,0.26,,0,0,0.3
AB1_Baseline,Weak,0,30,0.02,,0,0,0.3
AB1_Baseline,Weak,1,22,0.94,22,0,0,0.3
AB1_Baseline,Weak,1,6,0.85,6,0,0,0.3
AB1_Baseline,Weak,1,15,0.86,15,0,0,0.3
AB1_Baseline,Weak,1,28,0.87,28,0,0,0.3
AB1_Baseline,Weak,0,30,0.08,,0,0,0.3
AB1_Baseline,Weak,1,10,0.85,10,0,0,0.3
AB1_Baseline,Weak,0,30,0.74,,0,0,0.3
AB1_Baseline,Weak,1,25,0.96,25,0,0,0.3
AB1_Baseline,Weak,1,12,0.95,12,0,0,0.3
AB1_Baseline,Weak,0,30,0.5,,0,0,0.3
AB1_Baseline,Weak,0,30,0.45,,0,0,0.3
AB1_Baseline,Weak,1,22,0.85,22,0,0,0.3
AB1_Baseline,Weak,0,30,0.08,,0,0,0.3
AB1_Baseline,Weak,1,16,0.98,16,0,0,0.3
AB1_Baseline,Weak,1,9,0.9,9,0,0,0.3
AB1_Baseline,Weak,1,23,0.86,23,0,0,0.3
AB1_Baseline,Weak,0,30,0.5,,0,0,0.3
AB1_Baseline,Weak,1,8,0.95,8,0,0,0.3
AB1_Baseline,Weak,0,30,0.23,,0,0,0.3
AB1_Baseline,Weak,0,30,0.37,,0,0,0.3
AB1_Baseline,Weak,1,29,0.88,29,0,0,0.3
AB1_Baseline,Weak,0,30,0.46,,0,0,0.3
AB1_Baseline,Weak,1,22,0.94,22,0,0,0.3
AB1_Baseline,Weak,0,30,0.6,,0,0,0.3
AB1_Baseline,Weak,0,30,0.3,,0,0,0.3
AB1_Baseline,Weak,0,30,0.8,,0,0,0.3
AB1_Baseline,Weak,0,30,0.63,,0,0,0.3
AB1_Baseline,Weak,1,15,0.86,15,0,0,0.3
AB1_Baseline,Weak,0,30,0.34,,0,0,0.3
AB1_Baseline,Weak,0,30,0.57,,0,0,0.3
AB1_Baseline,Weak,1,10,0.88,10,0,0,0.3
AB1_Baseline,Weak,0,30,0.4,,0,0,0.3
AB1_Baseline,Weak,1,6,0.88,6,0,0,0.3
AB1_Baseline,Weak,1,25,0.93,25,0,0,0.3
AB1_Baseline,Weak,0,30,0.37,,0,0,0.3
AB1_Baseline,Weak,1,28,0.87,28,0,0,0.3
AB1_Baseline,Weak,1,13,0.9,13,0,0,0.3
AB1_Baseline,Weak,1,23,0.89,23,0,0,0.3
AB1_Baseline,Weak,1,15,0.95,15,0,0,0.3
AB1_Baseline,Weak,0,30,0.14,,0,0,0.3
AB1_Baseline,Weak,0,30,0.8,,0,0,0.3
AB1_Baseline,Weak,1,13,0.96,13,0,0,0.3
AB1_Baseline,Weak,1,22,0.97,22,0,0,0.3
AB1_Baseline,Weak,1,6,0.85,6,0,0,0.3
AB1_Baseline,Weak,1,8,0.95,8,0,0,0.3
AB1_Baseline,Weak,0,30,0.03,,0,0,0.3
AB1_Baseline,Weak,1,23,0.86,23,0,0,0.3
AB1_Baseline,Weak,1,21,0.96,21,0,0,0.3
AB1_Baseline,Weak,0,30,0.2,,0,0,0.3
AB1_Baseline,Weak,1,21,0.9,21,0,0,0.3
AB1_Baseline,Weak,1,13,0.9,13,0,0,0.3
AB1_Baseline,Weak,0,30,0.49,,0,0,0.3
AB1_Baseline,Weak,0,30,0.37,,0,0,0.3
AB1_Baseline,Weak,1,7,0.89,7,0,0,0.3
AB1_Baseline,Weak,1,13,0.9,13,0,0,0.3
AB1_Baseline,Weak,1,6,0.88,6,0,0,0.3
AB1_Baseline,Weak,0,30,0.52,,0,0,0.3
AB1_Baseline,Weak,0,30,0.63,,0,0,0.3
AB1_Baseline,Weak,0,30,0.54,,0,0,0.3
AB1_Baseline,Weak,0,30,0.51,,0,0,0.3
AB1_Baseline,Weak,0,30,0.66,,0,0,0.3
AB1_Baseline,Weak,1,13,0.93,13,0,0,0.3
AB1_Baseline,Weak,0,30,0.48,,0,0,0.3
AB1_Baseline,Weak,0,30,0.34,,0,0,0.3
AB1_Baseline,Weak,0,30,0.46,,0,0,0.3
AB1_Baseline,Weak,0,30,0.74,,0,0,0.3
AB1_Baseline,Weak,1,18,0.88,18,0,0,0.3
AB1_Baseline,Weak,1,11,0.92,11,0,0,0.3
AB1_Baseline,Weak,1,23,0.92,23,0,0,0.3
AB1_Baseline,Weak,0,30,0.0,,0,0,0.3
AB1_Baseline,Weak,1,14,0.94,14,0,0,0.3
AB1_Baseline,Weak,1,13,0.9,13,0,0,0.3
AB1_Baseline,Weak,1,4,0.95,4,0,0,0.3
AB1_Baseline,Weak,1,15,0.89,15,0,0,0.3
AB1_Baseline,Weak,1,30,0.96,30,0,0,0.3
AB1_Baseline,Weak,0,30,0.48,,0,0,0.3
AB1_Baseline,Weak,1,5,0.9,5,0,0,0.3
AB1_Baseline,Weak,0,30,0.76,,0,0,0.3
AB1_Baseline,Weak,1,13,0.9,13,0,0,0.3
AB1_Baseline,Weak,1,6,0.85,6,0,0,0.3
AB1_Baseline,Weak,0,30,0.4,,0,0,0.3
AB1_Baseline,Weak,1,16,0.98,16,0,0,0.3
AB1_Baseline,Weak,1,6,0.88,6,0,0,0.3
AB1_Baseline,Average,1,5,0.9,5,0,0,0.6
AB1_Baseline,Average,1,19,0.87,19,0,0,0.6
AB1_Baseline,Average,1,7,0.86,7,0,0,0.6
AB1_Baseline,Average,1,6,0.91,6,0,0,0.6
AB1_Baseline,Average,1,6,0.85,6,0,0,0.6
AB1_Baseline,Average,1,11,0.89,11,0,0,0.6
AB1_Baseline,Average,1,7,0.86,7,0,0,0.6
AB1_Baseline,Average,1,4,0.95,4,0,0,0.6
AB1_Baseline,Average,1,5,0.93,5,0,0,0.6
AB1_Baseline,Average,1,6,0.85,6,0,0,0.6
AB1_Baseline,Average,1,6,0.91,6,0,0,0.6
AB1_Baseline,Average,1,7,0.86,7,0,0,0.6
AB1_Baseline,Average,1,12,0.93,12,0,0,0.6
AB1_Baseline,Average,1,5,0.9,5,0,0,0.6
AB1_Baseline,Average,1,7,0.86,7,0,0,0.6
AB1_Baseline,Average,1,6,0.88,6,0,0,0.6
AB1_Baseline,Average,1,5,0.93,5,0,0,0.6
AB1_Baseline,Average,1,10,0.94,10,0,0,0.6
AB1_Baseline,Average,1,6,0.88,6,0,0,0.6
AB1_Baseline,Average,1,7,0.86,7,0,0,0.6
AB1_Baseline,Average,1,4,0.95,4,0,0,0.6
AB1_Baseline,Average,1,10,0.88,10,0,0,0.6
AB1_Baseline,Average,1,11,0.89,11,0,0,0.6
AB1_Baseline,Average,1,4,0.95,4,0,0,0.6
AB1_Baseline,Average,1,5,0.93,5,0,0,0.6
AB1_Baseline,Average,1,4,0.95,4,0,0,0.6
AB1_Baseline,Average,1,4,0.95,4,0,0,0.6
AB1_Baseline,Average,1,5,0.93,5,0,0,0.6
AB1_Baseline,Average,1,6,0.88,6,0,0,0.6
AB1_Baseline,Average,1,7,0.89,7,0,0,0.6
AB1_Baseline,Average,1,7,0.86,7,0,0,0.6
AB1_Baseline,Average,1,9,0.93,9,0,0,0.6
AB1_Baseline,Average,1,4,0.95,4,0,0,0.6
AB1_Baseline,Average,1,7,0.89,7,0,0,0.6
AB1_Baseline,Average,1,6,0.88,6,0,0,0.6
AB1_Baseline,Average,1,10,0.91,10,0,0,0.6
AB1_Baseline,Average,1,5,0.93,5,0,0,0.6
AB1_Baseline,Average,1,4,0.95,4,0,0,0.6
AB1_Baseline,Average,1,11,0.86,11,0,0,0.6
AB1_Baseline,Average,1,8,0.98,8,0,0,0.6
AB1_Baseline,Average,1,6,0.85,6,0,0,0.6
AB1_Baseline,Average,1,10,0.88,10,0,0,0.6
AB1_Baseline,Average,1,9,0.96,9,0,0,0.6
AB1_Baseline,Average,1,7,0.86,7,0,0,0.6
AB1_Baseline,Average,1,6,0.91,6,0,0,0.6
AB1_Baseline,Average,1,9,0.96,9,0,0,0.6
AB1_Baseline,Average,1,6,0.88,6,0,0,0.6
AB1_Baseline,Average,1,10,0.91,10,0,0,0.6
AB1_Baseline,Average,1,6,0.91,6,0,0,0.6
AB1_Baseline,Average,1,9,0.99,9,0,0,0.6
AB1_Baseline,Average,1,8,0.98,8,0,0,0.6
AB1_Baseline,Average,1,6,0.88,6,0,0,0.6
AB1_Baseline,Average,1,12,0.93,12,0,0,0.6
AB1_Baseline,Average,1,6,0.88,6,0,0,0.6
AB1_Baseline,Average,1,12,0.9,12,0,0,0.6
AB1_Baseline,Average,1,9,0.96,9,0,0,0.6
AB1_Baseline,Average,1,4,0.95,4,0,0,0.6
AB1_Baseline,Average,1,6,0.88,6,0,0,0.6
AB1_Baseline,Average,1,12,0.9,12,0,0,0.6
AB1_Baseline,Average,1,11,0.92,11,0,0,0.6
AB1_Baseline,Average,1,7,0.86,7,0,0,0.6
AB1_Baseline,Average,1,6,0.85,6,0,0,0.6
AB1_Baseline,Average,1,9,0.96,9,0,0,0.6
AB1_Baseline,Average,1,13,0.99,13,0,0,0.6
AB1_Baseline,Average,1,5,0.93,5,0,0,0.6
AB1_Baseline,Average,1,6,0.88,6,0,0,0.6
AB1_Baseline,Average,1,13,0.96,13,0,0,0.6
AB1_Baseline,Average,1,5,0.93,5,0,0,0.6
AB1_Baseline,Average,1,5,0.93,5,0,0,0.6
AB1_Baseline,Average,1,4,0.95,4,0,0,0.6
AB1_Baseline,Average,1,5,0.9,5,0,0,0.6
AB1_Baseline,Average,1,6,0.91,6,0,0,0.6
AB1_Baseline,Average,1,5,0.93,5,0,0,0.6
AB1_Baseline,Average,1,12,0.98,12,0,0,0.6
AB1_Baseline,Average,1,10,0.88,10,0,0,0.6
AB1_Baseline,Average,1,4,0.95,4,0,0,0.6
AB1_Baseline,Average,1,8,0.95,8,0,0,0.6
AB1_Baseline,Average,1,13,0.99,13,0,0,0.6
AB1_Baseline,Average,1,7,0.86,7,0,0,0.6
AB1_Baseline,Average,1,8,0.98,8,0,0,0.6
AB1_Baseline,Average,1,8,0.87,8,0,0,0.6
AB1_Baseline,Average,1,5,0.93,5,0,0,0.6
AB1_Baseline,Average,1,6,0.85,6,0,0,0.6
AB1_Baseline,Average,1,5,0.93,5,0,0,0.6
AB1_Baseline,Average,1,8,0.98,8,0,0,0.6
AB1_Baseline,Average,1,9,0.99,9,0,0,0.6
AB1_Baseline,Average,1,4,0.95,4,0,0,0.6
AB1_Baseline,Average,1,6,0.88,6,0,0,0.6
AB1_Baseline,Average,1,11,0.89,11,0,0,0.6
AB1_Baseline,Average,1,6,0.85,6,0,0,0.6
AB1_Baseline,Average,1,7,0.86,7,0,0,0.6
AB1_Baseline,Average,1,6,0.85,6,0,0,0.6
AB1_Baseline,Average,1,7,0.86,7,0,0,0.6
AB1_Baseline,Average,1,5,0.93,5,0,0,0.6
AB1_Baseline,Average,1,7,0.86,7,0,0,0.6
AB1_Baseline,Average,1,10,0.94,10,0,0,0.6
AB1_Baseline,Average,1,5,0.9,5,0,0,0.6
AB1_Baseline,Average,1,17,0.88,17,0,0,0.6
AB1_Baseline,Average,1,6,0.88,6,0,0,0.6
AB1_Baseline,Average,1,4,0.95,4,0,0,0.6
AB2_RuleBased,Careless,1,12,0.88,12,2,1,0.84
AB2_RuleBased,Careless,1,16,0.89,16,3,1,0.86
AB2_RuleBased,Careless,1,16,0.89,16,3,0,0.86
AB2_RuleBased,Careless,1,4,0.95,4,0,0,0.8
AB2_RuleBased,Careless,1,12,0.91,12,2,1,0.84
AB2_RuleBased,Careless,1,4,0.95,4,0,0,0.8
AB2_RuleBased,Careless,1,8,0.93,8,1,0,0.82
AB2_RuleBased,Careless,1,12,0.91,12,2,2,0.84
AB2_RuleBased,Careless,1,16,0.89,16,3,2,0.86
AB2_RuleBased,Careless,1,8,0.93,8,1,1,0.82
AB2_RuleBased,Careless,1,12,0.91,12,2,1,0.84
AB2_RuleBased,Careless,1,8,0.93,8,1,0,0.82
AB2_RuleBased,Careless,1,4,0.95,4,0,0,0.8
AB2_RuleBased,Careless,1,8,0.93,8,1,0,0.82
AB2_RuleBased,Careless,1,4,0.95,4,0,0,0.8
AB2_RuleBased,Careless,1,4,0.95,4,0,0,0.8
AB2_RuleBased,Careless,1,12,0.91,12,2,0,0.84
AB2_RuleBased,Careless,1,12,0.91,12,2,1,0.84
AB2_RuleBased,Careless,1,12,0.91,12,2,1,0.84
AB2_RuleBased,Careless,1,4,0.95,4,0,0,0.8
AB2_RuleBased,Careless,1,4,0.95,4,0,0,0.8
AB2_RuleBased,Careless,1,8,0.93,8,1,0,0.82
AB2_RuleBased,Careless,1,12,0.88,12,2,1,0.84
AB2_RuleBased,Careless,1,8,0.93,8,1,0,0.82
AB2_RuleBased,Careless,1,4,0.95,4,0,0,0.8
AB2_RuleBased,Careless,1,12,0.91,12,2,1,0.84
AB2_RuleBased,Careless,1,4,0.95,4,0,0,0.8
AB2_RuleBased,Careless,1,8,0.93,8,1,0,0.82
AB2_RuleBased,Careless,1,4,0.95,4,0,0,0.8
AB2_RuleBased,Careless,1,12,0.91,12,2,1,0.84
AB2_RuleBased,Careless,1,4,0.95,4,0,0,0.8
AB2_RuleBased,Careless,1,4,0.95,4,0,0,0.8
AB2_RuleBased,Careless,1,4,0.95,4,0,0,0.8
AB2_RuleBased,Careless,1,4,0.95,4,0,0,0.8
AB2_RuleBased,Careless,1,8,0.93,8,1,0,0.82
AB2_RuleBased,Careless,1,8,0.93,8,1,1,0.82
AB2_RuleBased,Careless,1,8,0.93,8,1,0,0.82
AB2_RuleBased,Careless,1,8,0.93,8,1,0,0.82
AB2_RuleBased,Careless,1,4,0.95,4,0,0,0.8
AB2_RuleBased,Careless,1,8,0.93,8,1,0,0.82
AB2_RuleBased,Careless,1,12,0.91,12,2,0,0.84
AB2_RuleBased,Careless,1,8,0.93,8,1,0,0.82
AB2_RuleBased,Careless,1,12,0.91,12,2,1,0.84
AB2_RuleBased,Careless,1,16,0.89,16,3,3,0.86
AB2_RuleBased,Careless,1,4,0.95,4,0,0,0.8
AB2_RuleBased,Careless,1,8,0.93,8,1,1,0.82
AB2_RuleBased,Careless,1,8,0.93,8,1,0,0.82
AB2_RuleBased,Careless,1,8,0.93,8,1,1,0.82
AB2_RuleBased,Careless,1,8,0.93,8,1,1,0.82
AB2_RuleBased,Careless,1,4,0.95,4,0,0,0.8
AB2_RuleBased,Careless,1,8,0.93,8,1,0,0.82
AB2_RuleBased,Careless,1,8,0.93,8,1,0,0.82
AB2_RuleBased,Careless,1,16,0.89,16,3,1,0.86
AB2_RuleBased,Careless,1,16,0.89,16,3,3,0.86
AB2_RuleBased,Careless,1,4,0.95,4,0,0,0.8
AB2_RuleBased,Careless,1,8,0.93,8,1,1,0.82
AB2_RuleBased,Careless,1,12,0.91,12,2,0,0.84
AB2_RuleBased,Careless,1,4,0.95,4,0,0,0.8
AB2_RuleBased,Careless,1,4,0.95,4,0,0,0.8
AB2_RuleBased,Careless,1,4,0.95,4,0,0,0.8
AB2_RuleBased,Careless,1,24,0.85,24,5,4,0.9
AB2_RuleBased,Careless,1,8,0.93,8,1,1,0.82
AB2_RuleBased,Careless,1,8,0.93,8,1,0,0.82
AB2_RuleBased,Careless,1,12,0.91,12,2,2,0.84
AB2_RuleBased,Careless,1,4,0.95,4,0,0,0.8
AB2_RuleBased,Careless,1,8,0.93,8,1,0,0.82
AB2_RuleBased,Careless,1,8,0.93,8,1,1,0.82
AB2_RuleBased,Careless,1,12,0.91,12,2,2,0.84
AB2_RuleBased,Careless,1,4,0.95,4,0,0,0.8
AB2_RuleBased,Careless,1,4,0.95,4,0,0,0.8
AB2_RuleBased,Careless,1,4,0.95,4,0,0,0.8
AB2_RuleBased,Careless,1,4,0.95,4,0,0,0.8
AB2_RuleBased,Careless,1,8,0.93,8,1,0,0.82
AB2_RuleBased,Careless,1,8,0.93,8,1,1,0.82
AB2_RuleBased,Careless,1,8,0.9,8,1,0,0.82
AB2_RuleBased,Careless,1,12,0.91,12,2,1,0.84
AB2_RuleBased,Careless,1,8,0.93,8,1,0,0.82
AB2_RuleBased,Careless,1,8,0.93,8,1,1,0.82
AB2_RuleBased,Careless,1,4,0.95,4,0,0,0.8
AB2_RuleBased,Careless,1,8,0.9,8,1,0,0.82
AB2_RuleBased,Careless,1,8,0.93,8,1,0,0.82
AB2_RuleBased,Careless,1,12,0.91,12,2,1,0.84
AB2_RuleBased,Careless,1,12,0.88,12,2,0,0.84
AB2_RuleBased,Careless,1,12,0.88,12,2,0,0.84
AB2_RuleBased,Careless,1,8,0.93,8,1,0,0.82
AB2_RuleBased,Careless,1,4,0.95,4,0,0,0.8
AB2_RuleBased,Careless,1,8,0.93,8,1,0,0.82
AB2_RuleBased,Careless,1,8,0.93,8,1,1,0.82
AB2_RuleBased,Careless,1,8,0.93,8,1,0,0.82
AB2_RuleBased,Careless,1,8,0.93,8,1,0,0.82
AB2_RuleBased,Careless,1,8,0.93,8,1,0,0.82
AB2_RuleBased,Careless,1,12,0.91,12,2,1,0.84
AB2_RuleBased,Careless,1,8,0.93,8,1,1,0.82
AB2_RuleBased,Careless,1,8,0.93,8,1,0,0.82
AB2_RuleBased,Careless,1,8,0.93,8,1,0,0.82
AB2_RuleBased,Careless,1,8,0.93,8,1,1,0.82
AB2_RuleBased,Careless,1,8,0.93,8,1,1,0.82
AB2_RuleBased,Careless,1,12,0.91,12,2,2,0.84
AB2_RuleBased,Careless,1,4,0.95,4,0,0,0.8
AB2_RuleBased,Careless,1,8,0.9,8,1,0,0.82
AB2_RuleBased,Weak,1,25,0.91,25,5,0,0.9
AB2_RuleBased,Weak,1,17,0.98,17,3,0,0.66
AB2_RuleBased,Weak,1,25,0.88,25,5,0,0.9
AB2_RuleBased,Weak,1,16,0.86,16,3,0,0.66
AB2_RuleBased,Weak,1,21,0.96,21,4,1,0.78
AB2_RuleBased,Weak,1,12,0.88,12,2,0,0.54
AB2_RuleBased,Weak,1,21,0.93,21,4,0,0.78
AB2_RuleBased,Weak,1,21,0.96,21,4,0,0.78
AB2_RuleBased,Weak,1,25,0.88,25,5,1,0.9
AB2_RuleBased,Weak,1,17,0.95,17,3,0,0.66
AB2_RuleBased,Weak,1,12,0.88,12,2,0,0.54
AB2_RuleBased,Weak,1,25,0.91,25,5,0,0.9
AB2_RuleBased,Weak,1,17,0.95,17,3,0,0.66
AB2_RuleBased,Weak,1,21,0.93,21,4,0,0.78
AB2_RuleBased,Weak,1,21,0.9,21,4,0,0.78
AB2_RuleBased,Weak,1,17,0.98,17,3,0,0.66
AB2_RuleBased,Weak,1,17,0.98,17,3,0,0.66
AB2_RuleBased,Weak,1,25,0.88,25,5,0,0.9
AB2_RuleBased,Weak,1,25,0.85,25,5,0,0.9
AB2_RuleBased,Weak,1,25,0.91,25,5,0,0.9
AB2_RuleBased,Weak,1,17,0.95,17,3,0,0.66
AB2_RuleBased,Weak,1,17,0.95,17,3,0,0.66
AB2_RuleBased,Weak,1,16,0.86,16,3,1,0.66
AB2_RuleBased,Weak,1,21,0.9,21,4,0,0.78
AB2_RuleBased,Weak,1,12,0.88,12,2,0,0.54
AB2_RuleBased,Weak,1,21,0.96,21,4,0,0.78
AB2_RuleBased,Weak,1,26,1.0,26,5,0,0.9
AB2_RuleBased,Weak,1,17,0.95,17,3,0,0.66
AB2_RuleBased,Weak,1,30,0.98,30,6,0,0.95
AB2_RuleBased,Weak,0,30,0.33,,7,0,0.95
AB2_RuleBased,Weak,1,30,0.95,30,6,0,0.95
AB2_RuleBased,Weak,1,21,0.9,21,4,0,0.78
AB2_RuleBased,Weak,1,12,0.85,12,2,0,0.54
AB2_RuleBased,Weak,1,25,0.85,25,5,0,0.9
AB2_RuleBased,Weak,1,25,0.88,25,5,0,0.9
AB2_RuleBased,Weak,1,21,0.93,21,4,1,0.78
AB2_RuleBased,Weak,1,21,0.93,21,4,0,0.78
AB2_RuleBased,Weak,1,17,0.98,17,3,0,0.66
AB2_RuleBased,Weak,1,17,0.95,17,3,0,0.66
AB2_RuleBased,Weak,1,17,0.95,17,3,0,0.66
AB2_RuleBased,Weak,1,17,0.95,17,3,0,0.66
AB2_RuleBased,Weak,1,4,0.95,4,0,0,0.3
AB2_RuleBased,Weak,1,30,0.95,30,6,0,0.95
AB2_RuleBased,Weak,1,4,0.95,4,0,0,0.3
AB2_RuleBased,Weak,1,21,0.9,21,4,0,0.78
AB2_RuleBased,Weak,1,21,0.93,21,4,0,0.78
AB2_RuleBased,Weak,1,21,0.93,21,4,0,0.78
AB2_RuleBased,Weak,1,30,0.98,30,6,0,0.95
