controller,prototype,episode_id,step,phase,action,question_id,domain_skill,subskill_tag,error_tag,diagnosed_skill,failed_subskill,remediation_target_subskill,question_skill,difficulty,a_eff,p_correct,correct,fail_streak_polynomial,polynomial_correct_streak,remediation_active,remediation_steps_taken,integer_recent_results,ability_integer,ability_fraction,ability_radical,ability_polynomial,delta_integer,delta_fraction,delta_radical,delta_polynomial,terminated,termination_reason
AB1,A,2,6,target,target_only,AB1-A-ep2-step6,polynomial,poly.sign_distribution,polynomial_sign_error,integer,poly.sign_distribution,,polynomial,0.6345824383655663,0.6917123269121369,0.5848654973584155,0,4,0,0,0,,0.7158096477403914,0.2761326165911909,0.09279563803824024,0.7066768951083373,0.0,0.0,0.0,0.025291991408309438,0,
AB1,A,2,7,target,target_only,AB1-A-ep2-step7,polynomial,poly.sign_distribution,polynomial_sign_error,integer,poly.sign_distribution,,polynomial,0.7285221520660758,0.7094167208979535,0.47137319423967944,0,5,0,0,0,,0.7158096477403914,0.2761326165911909,0.09279563803824024,0.7328707077681716,0.0,0.0,0.0,0.026193812659834333,0,
AB1,A,2,8,target,target_only,AB1-A-ep2-step8,polynomial,poly.expand_binomial,polynomial_expand_error,integer,poly.sign_distribution,,polynomial,0.6680126225039167,0.7277523897598375,0.5886624115255774,0,6,0,0,0,,0.7158096477403914,0.2761326165911909,0.09279563803824024,0.7584836289442093,0.0,0.0,0.0,0.0256129211760376,0,
AB1,A,2,9,target,target_only,AB1-A-ep2-step9,polynomial,poly.expand_binomial,polynomial_expand_error,integer,poly.expand_binomial,,polynomial,0.6664832178970085,0.7456814345830638,0.61661125640012,1,0,1,0,0,,0.7158096477403914,0.2761326165911909,0.09279563803824024,0.8438110919169136,0.0,0.0,0.0,0.08532746297270428,0,
AB1,A,2,10,target,target_only,AB1-A-ep2-step10,polynomial,poly.combine_like_terms,polynomial_like_terms_error,,,,polynomial,0.6970175174377694,0.8054106586639569,0.6570913235485262,0,1,0,0,0,,0.7158096477403914,0.2761326165911909,0.09279563803824024,0.8697024600843162,0.0,0.0,0.0,0.025891368167402586,0,
AB1,A,2,11,target,target_only,AB1-A-ep2-step11,polynomial,poly.combine_like_terms,polynomial_like_terms_error,,,,polynomial,0.6948035385246594,0.8235346163811388,0.6840369082604238,1,0,1,0,0,,0.7158096477403914,0.2761326165911909,0.09279563803824024,0.9559361733171052,0.0,0.0,0.0,0.0862337132327891,0,
AB1,A,2,12,target,target_only,AB1-A-ep2-step12,polynomial,poly.sign_distribution,polynomial_sign_error,,,,polynomial,0.6834139877029708,0.8838982156440911,0.7690412289763556,1,0,2,0,0,,0.7158096477403914,0.2761326165911909,0.09279563803824024,1.0,0.0,0.0,0.0,0.08586924760649507,1,success_threshold
AB1,A,3,1,target,target_only,AB1-A-ep3-step1,polynomial,poly.sign_distribution,polynomial_sign_error,,,,polynomial,0.6984614250989876,0.5602220871901727,0.30376433240941625,1,0,1,0,0,,0.6927673265054588,0.32937140103819573,0.10839998559124558,0.5897677502296463,0.0,0.0,0.0,0.08635076560316762,0,
AB1,A,3,2,target,target_only,AB1-A-ep3-step2,polynomial,poly.expand_binomial,polynomial_expand_error,,,,polynomial,0.6332100243904039,0.62066762311239,0.48119527186401956,1,0,2,0,0,,0.6927673265054588,0.32937140103819573,0.10839998559124558,0.6740304710101392,0.0,0.0,0.0,0.08426272078049292,0,
AB1,A,3,3,target,target_only,AB1-A-ep3-step3,polynomial,poly.combine_like_terms,polynomial_like_terms_error,,,,polynomial,0.6366188605211548,0.679651527658735,0.5641927777442948,0,1,0,0,0,,0.6927673265054588,0.32937140103819573,0.10839998559124558,0.6993420120711423,0.0,0.0,0.0,0.025311541061003088,0,
AB1,A,3,4,target,target_only,AB1-A-ep3-step4,polynomial,poly.combine_like_terms,polynomial_like_terms_error,,,,polynomial,0.6614677880798479,0.6973696064014372,0.5536454503398169,1,0,1,0,0,,0.6927673265054588,0.32937140103819573,0.10839998559124558,0.7845089812896975,0.0,0.0,0.0,0.08516696921855514,0,
AB1,A,3,5,target,target_only,AB1-A-ep3-step5,polynomial,poly.combine_like_terms,polynomial_like_terms_error,,,,polynomial,0.7184683153886703,0.7569864848544258,0.5575214567990278,1,0,2,0,0,,0.6927673265054588,0.32937140103819573,0.10839998559124558,0.871499967382135,0.0,0.0,0.0,0.08699098609243745,1,success_threshold
AB1,A,4,1,target,target_only,AB1-A-ep4-step1,polynomial,poly.combine_like_terms,polynomial_like_terms_error,,,,polynomial,0.6884585990223541,0.5458029905549282,0.2981896220722418,0,1,0,0,0,,0.6858928099898831,0.284797650461639,0.10368208804978905,0.5115736990619907,0.0,0.0,0.0,0.0258092025506146,0,
AB1,A,4,2,target,target_only,AB1-A-ep4-step2,polynomial,poly.sign_distribution,polynomial_sign_error,,,,polynomial,0.6519320759157283,0.5638694323403584,0.3708957721590715,0,2,0,0,0,,0.6858928099898831,0.284797650461639,0.10368208804978905,0.5370322469907817,0.0,0.0,0.0,0.02545854792879099,0,
AB1,A,4,3,target,target_only,AB1-A-ep4-step3,polynomial,poly.sign_distribution,polynomial_sign_error,integer,poly.sign_distribution,,polynomial,0.6390909412173794,0.5816904158905121,0.4147402968862288,0,3,0,0,0,,0.6858928099898831,0.284797650461639,0.10368208804978905,0.5623675200264685,0.0,0.0,0.0,0.025335273035686844,0,
AB1,A,4,4,target,target_only,AB1-A-ep4-step4,polynomial,poly.sign_distribution,polynomial_sign_error,integer,poly.sign_distribution,,polynomial,0.6452841319348261,0.5994251070154928,0.43164219905248696,0,4,0,0,0,,0.6858928099898831,0.284797650461639,0.10368208804978905,0.5877622476930429,0.0,0.0,0.0,0.025394727666574333,0,
AB1,A,4,5,target,target_only,AB1-A-ep4-step5,polynomial,poly.sign_distribution,polynomial_sign_error,integer,poly.sign_distribution,,polynomial,0.6722159966799685,0.6172014163820949,0.4182193376439897,1,0,1,0,0,,0.6858928099898831,0.284797650461639,0.10368208804978905,0.6732731595868019,0.0,0.0,0.0,0.08551091189375899,0,
AB1,A,4,6,target,target_only,AB1-A-ep4-step6,polynomial,poly.expand_binomial,polynomial_expand_error,,,,polynomial,0.6895888428361129,0.6770590547077262,0.48121416485393304,0,1,0,0,0,,0.6858928099898831,0.284797650461639,0.10368208804978905,0.6990932124780286,0.0,0.0,0.0,0.025820052891226686,0,
AB1,A,4,7,target,target_only,AB1-A-ep4-step7,polynomial,poly.sign_distribution,polynomial_sign_error,,,,polynomial,0.7271078377613619,0.6951330917315849,0.45218444868869634,0,2,0,0,0,,0.6858928099898831,0.284797650461639,0.10368208804978905,0.7252734477205377,0.0,0.0,0.0,0.02618023524250908,0,
AB1,A,4,8,target,target_only,AB1-A-ep4-step8,polynomial,poly.combine_like_terms,polynomial_like_terms_error,integer,poly.sign_distribution,,polynomial,0.6414551742983687,0.7134592564013413,0.6063569948139305,0,3,0,0,0,,0.6858928099898831,0.284797650461639,0.10368208804978905,0.750631417393802,0.0,0.0,0.0,0.025357969673264338,0,
AB1,A,4,9,target,target_only,AB1-A-ep4-step9,polynomial,poly.expand_binomial,polynomial_expand_error,integer,poly.combine_like_terms,,polynomial,0.7068598732657446,0.7312098351726263,0.536460112061053,1,0,1,0,0,,0.6858928099898831,0.284797650461639,0.10368208804978905,0.8372509333383058,0.0,0.0,0.0,0.08661951594450383,0,
AB1,A,4,10,target,target_only,AB1-A-ep4-step10,polynomial,poly.expand_binomial,polynomial_expand_error,,,,polynomial,0.6734765250669106,0.7918434963337789,0.6704457547970277,1,0,2,0,0,,0.6858928099898831,0.284797650461639,0.10368208804978905,0.922802182140447,0.0,0.0,0.0,0.08555124880214114,1,success_threshold
AB1,A,5,1,target,target_only,AB1-A-ep5-step1,polynomial,poly.sign_distribution,polynomial_sign_error,,,,polynomial,0.6807681674604326,0.5750000694637651,0.34646629017968245,0,1,0,0,0,,0.7133255236785946,0.31318084013315545,0.12831328593220687,0.5414531063507441,0.0,0.0,0.0,0.025735374407620155,0,
AB1,A,5,2,target,target_only,AB1-A-ep5-step2,polynomial,poly.combine_like_terms,polynomial_like_terms_error,,,,polynomial,0.6598444791448633,0.5930148315490992,0.4010774150603457,0,2,0,0,0,,0.7133255236785946,0.31318084013315545,0.12831328593220687,0.5669876133505347,0.0,0.0,0.0,0.025534506999790686,0,
AB1,A,5,3,target,target_only,AB1-A-ep5-step3,polynomial,poly.expand_binomial,polynomial_expand_error,integer,poly.combine_like_terms,,polynomial,0.6498911101764734,0.6108889864489526,0.44176233954560196,0,3,0,0,0,,0.7133255236785946,0.31318084013315545,0.12831328593220687,0.5924265680082289,0.0,0.0,0.0,0.025438954657694142,0,
AB1,A,5,4,target,target_only,AB1-A-ep5-step4,polynomial,poly.combine_like_terms,polynomial_like_terms_error,integer,poly.expand_binomial,,polynomial,0.6839379030119627,0.6286962547093387,0.41788788450762726,0,4,0,0,0,,0.7133255236785946,0.31318084013315545,0.12831328593220687,0.6181923718771437,0.0,0.0,0.0,0.02576580386891484,0,
AB1,A,5,5,target,target_only,AB1-A-ep5-step5,polynomial,poly.expand_binomial,polynomial_expand_error,integer,poly.combine_like_terms,,polynomial,0.6898944584460229,0.646732317417579,0.43561622210200934,1,0,1,0,0,,0.7133255236785946,0.31318084013315545,0.12831328593220687,0.7042689945474164,0.0,0.0,0.0,0.08607662267027275,0,
AB1,A,5,6,target,target_only,AB1-A-ep5-step6,polynomial,poly.expand_binomial,polynomial_expand_error,,,,polynomial,0.7229098616264618,0.7069859532867698,0.4761322911948075,1,0,2,0,0,,0.7133255236785946,0.31318084013315545,0.12831328593220687,0.7914021101194633,0.0,0.0,0.0,0.08713311557204678,0,
AB1,A,5,7,target,target_only,AB1-A-ep5-step7,polynomial,poly.combine_like_terms,polynomial_like_terms_error,,,,polynomial,0.6540871592447234,0.7679791341872026,0.6644863844674795,0,1,0,0,0,,0.7133255236785946,0.31318084013315545,0.12831328593220687,0.8168813468482126,0.0,0.0,0.0,0.025479236728749344,0,
AB1,A,5,8,target,target_only,AB1-A-ep5-step8,polynomial,poly.expand_binomial,polynomial_expand_error,,,,polynomial,0.6385653452067879,0.7858145998973272,0.707546056370158,0,2,0,0,0,,0.7133255236785946,0.31318084013315545,0.12831328593220687,0.8422115741621977,0.0,0.0,0.0,0.025330227313985168,0,
AB1,A,5,9,target,target_only,AB1-A-ep5-step9,polynomial,poly.combine_like_terms,polynomial_like_terms_error,integer,poly.expand_binomial,,polynomial,0.7277984493677334,0.8035457590171167,0.6117047809459506,0,3,0,0,0,,0.7133255236785946,0.31318084013315545,0.12831328593220687,0.8683984392761279,0.0,0.0,0.0,0.02618686511393024,0,
AB1,A,5,10,target,target_only,AB1-A-ep5-step10,polynomial,poly.expand_binomial,polynomial_expand_error,integer,poly.combine_like_terms,,polynomial,0.6428391464499763,0.821876564596868,0.7453994701294293,0,4,0,0,0,,0.7133255236785946,0.31318084013315545,0.12831328593220687,0.8937696950820477,0.0,0.0,0.0,0.025371255805919778,0,
AB1,A,5,11,target,target_only,AB1-A-ep5-step11,polynomial,poly.combine_like_terms,polynomial_like_terms_error,integer,poly.expand_binomial,,polynomial,0.6465126958974128,0.8396364436610118,0.7611041430151331,0,5,0,0,0,,0.7133255236785946,0.31318084013315545,0.12831328593220687,0.9191762169626629,0.0,0.0,0.0,0.025406521880615162,0,
AB1,A,5,12,target,target_only,AB1-A-ep5-step12,polynomial,poly.sign_distribution,polynomial_sign_error,integer,poly.combine_like_terms,,polynomial,0.6723137940200887,0.8574210089774423,0.7522490210801815,0,6,0,0,0,,0.7133255236785946,0.31318084013315545,0.12831328593220687,0.9448304293852557,0.0,0.0,0.0,0.025654212422592856,0,
AB1,A,5,13,target,target_only,AB1-A-ep5-step13,polynomial,poly.combine_like_terms,polynomial_like_terms_error,integer,poly.sign_distribution,,polynomial,0.7055265196635806,0.8753789576732574,0.7348001038707545,1,0,1,0,0,,0.7133255236785946,0.31318084013315545,0.12831328593220687,1.0,0.0,0.0,0.0,0.08657684862923459,0,
AB1,A,5,14,target,target_only,AB1-A-ep5-step14,polynomial,poly.combine_like_terms,polynomial_like_terms_error,,,,polynomial,0.6611716291300895,0.9139976571035784,0.8200898234442677,1,0,2,0,0,,0.7133255236785946,0.31318084013315545,0.12831328593220687,1.0,0.0,0.0,0.0,0.08515749213216287,1,success_threshold
AB1,A,6,1,target,target_only,AB1-A-ep6-step1,polynomial,poly.combine_like_terms,polynomial_like_terms_error,,,,polynomial,0.6638085562147455,0.5473230896657864,0.3320533182848353,0,1,0,0,0,,0.6962860050348701,0.3010545504621354,0.07726025175209594,0.509054402361555,0.0,0.0,0.0,0.02557256213966156,0,
AB1,A,6,2,target,target_only,AB1-A-ep6-step2,polynomial,poly.sign_distribution,polynomial_sign_error,,,,polynomial,0.6888440114410351,0.5652238831635494,0.32262797347659433,1,0,1,0,0,,0.6962860050348701,0.3010545504621354,0.07726025175209594,0.5950974107276681,0.0,0.0,0.0,0.08604300836611312,0,
AB1,A,6,3,target,target_only,AB1-A-ep6-step3,polynomial,poly.sign_distribution,polynomial_sign_error,,,,polynomial,0.6931102957270099,0.6254539890198287,0.3998865496528939,1,0,2,0,0,,0.6962860050348701,0.3010545504621354,0.07726025175209594,0.6812769401909324,0.0,0.0,0.0,0.08617952946326433,0,
AB1,A,6,4,target,target_only,AB1-A-ep6-step4,polynomial,poly.expand_binomial,polynomial_expand_error,,,,polynomial,0.6331412958053019,0.6857796596441137,0.5783077010312079,1,0,3,0,0,,0.6962860050348701,0.3010545504621354,0.07726025175209594,0.7655374616567021,0.0,0.0,0.0,0.08426052146576966,0,
AB1,A,6,5,target,target_only,AB1-A-ep6-step5,polynomial,poly.combine_like_terms,polynomial_like_terms_error,,,,polynomial,0.6538004634368996,0.7447620246701525,0.6331534960589541,1,0,4,0,0,,0.6962860050348701,0.3010545504621354,0.07726025175209594,0.8504590764866828,0.0,0.0,0.0,0.08492161482998078,1,success_threshold
AB1,A,7,1,target,target_only,AB1-A-ep7-step1,polynomial,poly.expand_binomial,polynomial_expand_error,,,,polynomial,0.6542997242395725,0.5639071000533833,0.3676397462753272,0,1,0,0,0,,0.7023540358836853,0.3134011539528582,0.12294298450844426,0.5300539763359539,0.0,0.0,0.0,0.0254812773526999,0,
AB1,A,7,2,target,target_only,AB1-A-ep7-step2,polynomial,poly.sign_distribution,polynomial_sign_error,,,,polynomial,0.6490409914361879,0.5817439942002732,0.40040401783210244,0,2,0,0,0,,0.7023540358836853,0.3134011539528582,0.12294298450844426,0.5554847698537413,0.0,0.0,0.0,0.025430793517787403,0,
AB1,A,7,3,target,target_only,AB1-A-ep7-step3,polynomial,poly.expand_binomial,polynomial_expand_error,integer,poly.sign_distribution,,polynomial,0.6654297566589554,0.5995455496627244,0.4024408267229347,0,3,0,0,0,,0.7023540358836853,0.3134011539528582,0.12294298450844426,0.5810728955176673,0.0,0.0,0.0,0.025588125663925976,0,
AB1,A,7,4,target,target_only,AB1-A-ep7-step4,polynomial,poly.combine_like_terms,polynomial_like_terms_error,integer,poly.expand_binomial,,polynomial,0.7029075849459852,0.6174572376274726,0.3745603079155966,0,4,0,0,0,,0.7023540358836853,0.3134011539528582,0.12294298450844426,0.6070208083331488,0.0,0.0,0.0,0.02594791281548146,0,
AB1,A,7,5,target,target_only,AB1-A-ep7-step5,polynomial,poly.sign_distribution,polynomial_sign_error,integer,poly.combine_like_terms,,polynomial,0.6946179751294985,0.6356207765983096,0.4124168420112163,1,0,1,0,0,,0.7023540358836853,0.3134011539528582,0.12294298450844426,0.6932485835372927,0.0,0.0,0.0,0.08622777520414396,0,
AB1,A,7,6,target,target_only,AB1-A-ep7-step6,polynomial,poly.sign_distribution,polynomial_sign_error,,,,polynomial,0.6639302605394963,0.6959802192412105,0.5479273361406661,1,0,2,0,0,,0.7023540358836853,0.3134011539528582,0.12294298450844426,0.7784943518745566,0.0,0.0,0.0,0.0852457683372639,0,
AB1,A,7,7,target,target_only,AB1-A-ep7-step7,polynomial,poly.expand_binomial,polynomial_expand_error,,,,polynomial,0.6490208908440812,0.7556522570772951,0.6547055807698264,1,0,3,0,0,,0.7023540358836853,0.3134011539528582,0.12294298450844426,0.8632630203815672,0.0,0.0,0.0,0.0847686685070106,1,success_threshold
AB1,A,8,1,target,target_only,AB1-A-ep8-step1,polynomial,poly.combine_like_terms,polynomial_like_terms_error,,,,polynomial,0.7108022244731703,0.5364689499558903,0.2599940179590399,1,0,1,0,0,,0.681009282147234,0.297757684104058,0.1224691572442348,0.5612687644855988,0.0,0.0,0.0,0.08674567118314146,0,
AB1,A,8,2,target,target_only,AB1-A-ep8-step2,polynomial,poly.combine_like_terms,polynomial_like_terms_error,,,,polynomial,0.6952144893998522,0.5971909197840893,0.3570614129260131,0,1,0,0,0,,0.681009282147234,0.297757684104058,0.1224691572442348,0.5871428235838374,0.0,0.0,0.0,0.025874059098238585,0,
AB1,A,8,3,target,target_only,AB1-A-ep8-step3,polynomial,poly.sign_distribution,polynomial_sign_error,,,,polynomial,0.7268996257284752,0.6153027611528563,0.3385906262749505,1,0,1,0,0,,0.681009282147234,0.297757684104058,0.1224691572442348,0.6744036116071486,0.0,0.0,0.0,0.08726078802331122,0,
AB1,A,8,4,target,target_only,AB1-A-ep8-step4,polynomial,poly.sign_distribution,polynomial_sign_error,,,,polynomial,0.6785641125450719,0.6763853127691741,0.4967318468794411,0,1,0,0,0,,0.681009282147234,0.297757684104058,0.1224691572442348,0.7001178270875813,0.0,0.0,0.0,0.025714215480432692,0,
AB1,A,8,5,target,target_only,AB1-A-ep8-step5,polynomial,poly.sign_distribution,polynomial_sign_error,,,,polynomial,0.7202442865510549,0.694385263605477,0.4612890911272666,1,0,1,0,0,,0.681009282147234,0.297757684104058,0.1224691572442348,0.787165644257215,0.0,0.0,0.0,0.08704781716963376,0,
AB1,A,8,6,target,target_only,AB1-A-ep8-step6,polynomial,poly.expand_binomial,polynomial_expand_error,,,,polynomial,0.7285308843779726,0.7553187356242207,0.5400954977489646,0,1,0,0,0,,0.681009282147234,0.297757684104058,0.1224691572442348,0.8133595407472436,0.0,0.0,0.0,0.026193896490028536,0,
AB1,A,8,7,target,target_only,AB1-A-ep8-step7,polynomial,poly.expand_binomial,polynomial_expand_error,,,,polynomial,0.7085129356794122,0.7736544631672406,0.596487101741296,1,0,1,0,0,,0.681009282147234,0.297757684104058,0.1224691572442348,0.9000319546889848,0.0,0.0,0.0,0.0866724139417412,0,
AB1,A,8,8,target,target_only,AB1-A-ep8-step8,polynomial,poly.combine_like_terms,polynomial_like_terms_error,,,,polynomial,0.7257317640859674,0.8343251529264595,0.6573619939662754,0,1,0,0,0,,0.681009282147234,0.297757684104058,0.1224691572442348,0.92619897962421,0.0,0.0,0.0,0.026167024935225287,0,
AB1,A,8,9,target,target_only,AB1-A-ep8-step9,polynomial,poly.sign_distribution,polynomial_sign_error,,,,polynomial,0.678667141165433,0.8526420703811172,0.7395921009829061,1,0,1,0,0,,0.681009282147234,0.297757684104058,0.1224691572442348,1.0,0.0,0.0,0.0,0.08571734851729387,0,
AB1,A,8,10,target,target_only,AB1-A-ep8-step10,polynomial,poly.combine_like_terms,polynomial_like_terms_error,,,,polynomial,0.7268709364969159,0.9043027846441701,0.7435669303334361,1,0,2,0,0,,0.681009282147234,0.297757684104058,0.1224691572442348,1.0,0.0,0.0,0.0,0.08725986996790132,1,success_threshold
AB1,A,9,1,target,target_only,AB1-A-ep9-step1,polynomial,poly.combine_like_terms,polynomial_like_terms_error,,,,polynomial,0.7219387130832076,0.5511223540051525,0.2640743981672935,1,0,1,0,0,,0.6736574542885909,0.28881628858618374,0.07300854023583722,0.5857093498451987,0.0,0.0,0.0,0.08710203881866266,0,
AB1,A,9,2,target,target_only,AB1-A-ep9-step2,polynomial,poly.sign_distribution,polynomial_sign_error,,,,polynomial,0.7260778903274451,0.6120937811782163,0.33539038200284316,0,1,0,0,0,,0.6736574542885909,0.28881628858618374,0.07300854023583722,0.6118796975923422,0.0,0.0,0.0,0.026170347747143476,0,
AB1,A,9,3,target,target_only,AB1-A-ep9-step3,polynomial,poly.sign_distribution,polynomial_sign_error,,,,polynomial,0.6368521332703793,0.6304130246012167,0.4903425382229038,0,2,0,0,0,,0.6736574542885909,0.28881628858618374,0.07300854023583722,0.6371934780717379,0.0,0.0,0.0,0.025313780479395642,0,
AB1,A,9,4,target,target_only,AB1-A-ep9-step4,polynomial,poly.sign_distribution,polynomial_sign_error,integer,poly.sign_distribution,,polynomial,0.6535203895000932,0.6481326709367938,0.4919191258457932,0,3,0,0,0,,0.6736574542885909,0.28881628858618374,0.07300854023583722,0.6626672738109388,0.0,0.0,0.0,0.0254737957392009,0,
AB1,A,9,5,target,target_only,AB1-A-ep9-step5,polynomial,poly.combine_like_terms,polynomial_like_terms_error,integer,poly.sign_distribution,,polynomial,0.6869675410138185,0.6659643279542344,0.46853680793566704,0,4,0,0,0,,0.6736574542885909,0.28881628858618374,0.07300854023583722,0.6884621622046715,0.0,0.0,0.0,0.025794888393732663,0,
AB1,A,9,6,target,target_only,AB1-A-ep9-step6,polynomial,poly.expand_binomial,polynomial_expand_error,integer,poly.combine_like_terms,,polynomial,0.6919381510332103,0.6840207498298473,0.48812613106001357,0,5,0,0,0,,0.6736574542885909,0.28881628858618374,0.07300854023583722,0.7143047684545903,0.0,0.0,0.0,0.025842606249918822,0,
AB1,A,9,7,target,target_only,AB1-A-ep9-step7,polynomial,poly.expand_binomial,polynomial_expand_error,integer,poly.expand_binomial,,polynomial,0.686522692384409,0.7021105742047905,0.5233647935361206,0,6,0,0,0,,0.6736574542885909,0.28881628858618374,0.07300854023583722,0.7400953863014806,0.0,0.0,0.0,0.02579061784689033,0,
AB1,A,9,8,target,target_only,AB1-A-ep9-step8,polynomial,poly.combine_like_terms,polynomial_like_terms_error,integer,poly.expand_binomial,,polynomial,0.6504259199423537,0.7201640066976137,0.6031071475452,1,0,1,0,0,,0.6736574542885909,0.28881628858618374,0.07300854023583722,0.8249090157396359,0.0,0.0,0.0,0.08481362943815533,0,
AB1,A,9,9,target,target_only,AB1-A-ep9-step9,polynomial,poly.sign_distribution,polynomial_sign_error,,,,polynomial,0.6565614512531355,0.7795335473043223,0.676521718647414,1,0,2,0,0,,0.6736574542885909,0.28881628858618374,0.07300854023583722,0.9099189821797362,0.0,0.0,0.0,0.08500996644010034,1,success_threshold
AB1,A,10,1,target,target_only,AB1-A-ep10-step1,polynomial,poly.combine_like_terms,polynomial_like_terms_error,,,,polynomial,0.6758285522618587,0.5384467582450903,0.30485360961950286,0,1,0,0,0,,0.6879998247879257,0.2889706317763112,0.11511186954486413,0.5000405409713032,0.0,0.0,0.0,0.02568795410171384,0,
AB1,A,10,2,target,target_only,AB1-A-ep10-step2,polynomial,poly.sign_distribution,polynomial_sign_error,,,,polynomial,0.6373260721099634,0.5564283261162899,0.3809809966519748,0,2,0,0,0,,0.6879998247879257,0.2889706317763112,0.11511186954486413,0.5253588712635588,0.0,0.0,0.0,0.02531833029225565,0,
