studentId,problemId,skill,correct
3,56,jh_數學1上_FourArithmeticOperationsOfIntegers,0
3,63,jh_數學1上_FourArithmeticOperationsOfIntegers,1
3,26,jh_數學1上_IntegerAdditionOperation,0
3,91,jh_數學1上_CommonDivisibilityRules,1
3,21,jh_數學1上_IntegerAdditionOperation,0
3,54,jh_數學1上_FourArithmeticOperationsOfIntegers,0
3,89,jh_數學1上_CommonDivisibilityRules,1
3,57,jh_數學1上_FourArithmeticOperationsOfIntegers,0
3,256,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,0
3,256,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,0
3,226,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,1
3,247,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,1
3,234,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,1
3,57,jh_數學1上_FourArithmeticOperationsOfIntegers,0
3,87,jh_數學1上_CommonDivisibilityRules,1
3,229,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,0
3,53,jh_數學1上_FourArithmeticOperationsOfIntegers,0
3,251,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,1
3,91,jh_數學1上_CommonDivisibilityRules,0
3,230,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,1
3,229,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,1
3,256,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,0
3,227,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,0
3,60,jh_數學1上_FourArithmeticOperationsOfIntegers,1
3,235,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,0
3,252,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,0
3,229,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,0
3,226,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,1
3,255,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,1
3,250,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,0
3,27,jh_數學1上_IntegerAdditionOperation,1
3,233,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,0
3,249,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,1
3,27,jh_數學1上_IntegerAdditionOperation,0
3,52,jh_數學1上_FourArithmeticOperationsOfIntegers,1
3,247,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,0
3,245,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,1
3,256,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,1
4,84,jh_數學1上_CommonDivisibilityRules,1
4,54,jh_數學1上_FourArithmeticOperationsOfIntegers,1
4,83,jh_數學1上_CommonDivisibilityRules,1
4,54,jh_數學1上_FourArithmeticOperationsOfIntegers,1
4,21,jh_數學1上_IntegerAdditionOperation,1
4,26,jh_數學1上_IntegerAdditionOperation,1
4,89,jh_數學1上_CommonDivisibilityRules,1
4,63,jh_數學1上_FourArithmeticOperationsOfIntegers,0
4,90,jh_數學1上_CommonDivisibilityRules,0
4,63,jh_數學1上_FourArithmeticOperationsOfIntegers,1
4,53,jh_數學1上_FourArithmeticOperationsOfIntegers,0
4,85,jh_數學1上_CommonDivisibilityRules,1
4,63,jh_數學1上_FourArithmeticOperationsOfIntegers,1
4,91,jh_數學1上_CommonDivisibilityRules,1
4,60,jh_數學1上_FourArithmeticOperationsOfIntegers,1
4,24,jh_數學1上_IntegerAdditionOperation,1
4,86,jh_數學1上_CommonDivisibilityRules,0
4,87,jh_數學1上_CommonDivisibilityRules,1
4,18,jh_數學1上_IntegerAdditionOperation,1
4,55,jh_數學1上_FourArithmeticOperationsOfIntegers,1
4,60,jh_數學1上_FourArithmeticOperationsOfIntegers,1
4,83,jh_數學1上_CommonDivisibilityRules,1
4,27,jh_數學1上_IntegerAdditionOperation,1
4,23,jh_數學1上_IntegerAdditionOperation,1
4,86,jh_數學1上_CommonDivisibilityRules,1
4,57,jh_數學1上_FourArithmeticOperationsOfIntegers,0
4,57,jh_數學1上_FourArithmeticOperationsOfIntegers,1
4,60,jh_數學1上_FourArithmeticOperationsOfIntegers,1
4,19,jh_數學1上_IntegerAdditionOperation,1
4,61,jh_數學1上_FourArithmeticOperationsOfIntegers,0
4,226,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,0
4,231,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,0
4,253,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,0
4,233,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,1
4,248,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,1
4,86,jh_數學1上_CommonDivisibilityRules,1
4,236,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,1
4,247,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,1
4,246,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,1
4,25,jh_數學1上_IntegerAdditionOperation,1
4,247,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,1
4,54,jh_數學1上_FourArithmeticOperationsOfIntegers,1
4,248,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,0
4,251,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,1
4,237,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,0
4,86,jh_數學1上_CommonDivisibilityRules,1
4,251,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,1
4,249,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,1
4,19,jh_數學1上_IntegerAdditionOperation,1
4,230,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,1
4,249,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,1
4,230,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,1
4,364,jh_數學2上_PolynomialDivision,1
4,496,jh_數學2上_WordProblems,1
4,365,jh_數學2上_PolynomialDivision,1
4,253,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,0
4,254,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,0
4,91,jh_數學1上_CommonDivisibilityRules,0
4,493,jh_數學2上_WordProblems,0
4,371,jh_數學2上_PolynomialDivision,1
4,411,jh_數學2上_FourOperationsOfRadicals,0
4,402,jh_數學2上_BasicPropertiesOfRadicalOperations,1
4,89,jh_數學1上_CommonDivisibilityRules,1
4,397,jh_數學2上_BasicPropertiesOfRadicalOperations,0
4,352,jh_數學2上_PolynomialAdditionAndSubtraction,1
4,417,jh_數學2上_FourOperationsOfRadicals,0
4,20,jh_數學1上_IntegerAdditionOperation,1
4,497,jh_數學2上_WordProblems,0
4,231,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,1
4,398,jh_數學2上_BasicPropertiesOfRadicalOperations,0
4,405,jh_數學2上_FourOperationsOfRadicals,1
4,372,jh_數學2上_PolynomialDivision,0
4,413,jh_數學2上_FourOperationsOfRadicals,0
4,409,jh_數學2上_FourOperationsOfRadicals,1
4,237,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,1
4,398,jh_數學2上_BasicPropertiesOfRadicalOperations,0
4,354,jh_數學2上_PolynomialAdditionAndSubtraction,0
4,230,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,1
4,398,jh_數學2上_BasicPropertiesOfRadicalOperations,0
4,402,jh_數學2上_BasicPropertiesOfRadicalOperations,0
4,497,jh_數學2上_WordProblems,0
4,251,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,1
4,353,jh_數學2上_PolynomialAdditionAndSubtraction,0
4,405,jh_數學2上_FourOperationsOfRadicals,1
4,54,jh_數學1上_FourArithmeticOperationsOfIntegers,1
5,54,jh_數學1上_FourArithmeticOperationsOfIntegers,1
5,26,jh_數學1上_IntegerAdditionOperation,0
5,61,jh_數學1上_FourArithmeticOperationsOfIntegers,1
5,85,jh_數學1上_CommonDivisibilityRules,0
5,53,jh_數學1上_FourArithmeticOperationsOfIntegers,1
5,58,jh_數學1上_FourArithmeticOperationsOfIntegers,0
5,91,jh_數學1上_CommonDivisibilityRules,0
5,61,jh_數學1上_FourArithmeticOperationsOfIntegers,1
5,60,jh_數學1上_FourArithmeticOperationsOfIntegers,0
5,20,jh_數學1上_IntegerAdditionOperation,0
5,22,jh_數學1上_IntegerAdditionOperation,1
5,59,jh_數學1上_FourArithmeticOperationsOfIntegers,1
5,56,jh_數學1上_FourArithmeticOperationsOfIntegers,1
5,57,jh_數學1上_FourArithmeticOperationsOfIntegers,1
5,86,jh_數學1上_CommonDivisibilityRules,1
5,85,jh_數學1上_CommonDivisibilityRules,1
5,21,jh_數學1上_IntegerAdditionOperation,0
5,53,jh_數學1上_FourArithmeticOperationsOfIntegers,0
5,18,jh_數學1上_IntegerAdditionOperation,0
5,92,jh_數學1上_CommonDivisibilityRules,0
5,21,jh_數學1上_IntegerAdditionOperation,1
5,84,jh_數學1上_CommonDivisibilityRules,1
5,28,jh_數學1上_IntegerAdditionOperation,0
5,83,jh_數學1上_CommonDivisibilityRules,0
5,28,jh_數學1上_IntegerAdditionOperation,0
5,24,jh_數學1上_IntegerAdditionOperation,0
5,86,jh_數學1上_CommonDivisibilityRules,1
5,83,jh_數學1上_CommonDivisibilityRules,0
5,52,jh_數學1上_FourArithmeticOperationsOfIntegers,0
5,27,jh_數學1上_IntegerAdditionOperation,0
5,87,jh_數學1上_CommonDivisibilityRules,0
5,86,jh_數學1上_CommonDivisibilityRules,1
5,251,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,0
5,248,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,0
5,237,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,1
5,86,jh_數學1上_CommonDivisibilityRules,1
5,231,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,1
5,233,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,0
5,254,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,0
5,248,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,1
5,236,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,1
5,255,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,0
5,59,jh_數學1上_FourArithmeticOperationsOfIntegers,0
5,232,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,0
5,60,jh_數學1上_FourArithmeticOperationsOfIntegers,1
5,85,jh_數學1上_CommonDivisibilityRules,0
5,247,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,0
5,91,jh_數學1上_CommonDivisibilityRules,1
5,27,jh_數學1上_IntegerAdditionOperation,1
5,245,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,0
5,235,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,0
5,83,jh_數學1上_CommonDivisibilityRules,0
5,226,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,0
5,234,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,0
5,228,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,0
5,233,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,1
5,247,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,0
5,496,jh_數學2上_WordProblems,0
5,233,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,1
5,374,jh_數學2上_PolynomialDivision,0
5,373,jh_數學2上_PolynomialDivision,0
5,352,jh_數學2上_PolynomialAdditionAndSubtraction,0
5,350,jh_數學2上_PolynomialAdditionAndSubtraction,0
5,346,jh_數學2上_PolynomialAdditionAndSubtraction,1
5,352,jh_數學2上_PolynomialAdditionAndSubtraction,1
5,372,jh_數學2上_PolynomialDivision,0
5,398,jh_數學2上_BasicPropertiesOfRadicalOperations,0
5,365,jh_數學2上_PolynomialDivision,0
5,19,jh_數學1上_IntegerAdditionOperation,1
5,364,jh_數學2上_PolynomialDivision,1
5,374,jh_數學2上_PolynomialDivision,0
5,228,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,0
5,245,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,0
5,53,jh_數學1上_FourArithmeticOperationsOfIntegers,1
5,24,jh_數學1上_IntegerAdditionOperation,1
5,345,jh_數學2上_PolynomialAdditionAndSubtraction,1
5,230,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,0
5,394,jh_數學2上_BasicPropertiesOfRadicalOperations,0
5,372,jh_數學2上_PolynomialDivision,0
5,249,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,1
5,235,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,1
5,689,jh_數學2下_MeaningAndPropertiesOfParallelograms,1
5,701,jh_數學2下_IdentifyingAndConstructingParallelograms,0
5,23,jh_數學1上_IntegerAdditionOperation,0
5,255,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,0
5,690,jh_數學2下_MeaningAndPropertiesOfParallelograms,1
5,717,jh_數學2下_PropertiesOfRectanglesRhombusesKitesAndSquares,1
5,706,jh_數學2下_IdentifyingAndConstructingParallelograms,1
5,714,jh_數學2下_PropertiesOfRectanglesRhombusesKitesAndSquares,0
5,715,jh_數學2下_PropertiesOfRectanglesRhombusesKitesAndSquares,1
5,692,jh_數學2下_MeaningAndPropertiesOfParallelograms,0
5,393,jh_數學2上_BasicPropertiesOfRadicalOperations,1
5,396,jh_數學2上_BasicPropertiesOfRadicalOperations,0
5,712,jh_數學2下_PropertiesOfRectanglesRhombusesKitesAndSquares,0
5,706,jh_數學2下_IdentifyingAndConstructingParallelograms,1
5,721,jh_數學2下_PropertiesOfRectanglesRhombusesKitesAndSquares,0
6,20,jh_數學1上_IntegerAdditionOperation,0
6,89,jh_數學1上_CommonDivisibilityRules,0
6,26,jh_數學1上_IntegerAdditionOperation,1
6,59,jh_數學1上_FourArithmeticOperationsOfIntegers,0
6,91,jh_數學1上_CommonDivisibilityRules,1
6,87,jh_數學1上_CommonDivisibilityRules,1
6,60,jh_數學1上_FourArithmeticOperationsOfIntegers,1
6,60,jh_數學1上_FourArithmeticOperationsOfIntegers,1
6,24,jh_數學1上_IntegerAdditionOperation,0
6,63,jh_數學1上_FourArithmeticOperationsOfIntegers,0
6,56,jh_數學1上_FourArithmeticOperationsOfIntegers,1
6,85,jh_數學1上_CommonDivisibilityRules,1
6,91,jh_數學1上_CommonDivisibilityRules,0
6,90,jh_數學1上_CommonDivisibilityRules,1
6,63,jh_數學1上_FourArithmeticOperationsOfIntegers,1
6,27,jh_數學1上_IntegerAdditionOperation,1
6,85,jh_數學1上_CommonDivisibilityRules,1
6,21,jh_數學1上_IntegerAdditionOperation,0
6,63,jh_數學1上_FourArithmeticOperationsOfIntegers,1
6,59,jh_數學1上_FourArithmeticOperationsOfIntegers,1
6,90,jh_數學1上_CommonDivisibilityRules,0
6,84,jh_數學1上_CommonDivisibilityRules,1
6,62,jh_數學1上_FourArithmeticOperationsOfIntegers,1
6,91,jh_數學1上_CommonDivisibilityRules,1
6,54,jh_數學1上_FourArithmeticOperationsOfIntegers,1
6,88,jh_數學1上_CommonDivisibilityRules,0
6,21,jh_數學1上_IntegerAdditionOperation,1
7,90,jh_數學1上_CommonDivisibilityRules,1
7,85,jh_數學1上_CommonDivisibilityRules,0
7,28,jh_數學1上_IntegerAdditionOperation,1
7,18,jh_數學1上_IntegerAdditionOperation,1
7,87,jh_數學1上_CommonDivisibilityRules,1
7,92,jh_數學1上_CommonDivisibilityRules,0
7,89,jh_數學1上_CommonDivisibilityRules,0
7,86,jh_數學1上_CommonDivisibilityRules,0
7,52,jh_數學1上_FourArithmeticOperationsOfIntegers,1
7,25,jh_數學1上_IntegerAdditionOperation,0
7,54,jh_數學1上_FourArithmeticOperationsOfIntegers,1
7,26,jh_數學1上_IntegerAdditionOperation,0
7,92,jh_數學1上_CommonDivisibilityRules,1
7,91,jh_數學1上_CommonDivisibilityRules,1
7,62,jh_數學1上_FourArithmeticOperationsOfIntegers,0
7,25,jh_數學1上_IntegerAdditionOperation,0
7,28,jh_數學1上_IntegerAdditionOperation,1
7,56,jh_數學1上_FourArithmeticOperationsOfIntegers,1
7,26,jh_數學1上_IntegerAdditionOperation,0
7,88,jh_數學1上_CommonDivisibilityRules,0
7,89,jh_數學1上_CommonDivisibilityRules,1
7,63,jh_數學1上_FourArithmeticOperationsOfIntegers,1
7,26,jh_數學1上_IntegerAdditionOperation,1
7,62,jh_數學1上_FourArithmeticOperationsOfIntegers,0
7,90,jh_數學1上_CommonDivisibilityRules,1
7,89,jh_數學1上_CommonDivisibilityRules,1
7,86,jh_數學1上_CommonDivisibilityRules,1
7,237,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,1
7,255,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,1
7,252,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,1
7,231,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,1
7,246,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,0
7,247,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,0
7,250,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,0
7,246,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,1
7,254,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,0
7,237,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,1
7,63,jh_數學1上_FourArithmeticOperationsOfIntegers,0
7,248,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,1
7,55,jh_數學1上_FourArithmeticOperationsOfIntegers,0
7,246,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,1
7,247,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,0
7,85,jh_數學1上_CommonDivisibilityRules,1
7,256,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,1
7,18,jh_數學1上_IntegerAdditionOperation,0
7,246,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,0
7,247,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,0
7,252,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,0
7,252,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,1
7,231,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,1
7,84,jh_數學1上_CommonDivisibilityRules,0
7,231,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,1
7,83,jh_數學1上_CommonDivisibilityRules,0
7,237,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,0
7,63,jh_數學1上_FourArithmeticOperationsOfIntegers,1
7,24,jh_數學1上_IntegerAdditionOperation,1
7,252,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,1
8,19,jh_數學1上_IntegerAdditionOperation,1
8,21,jh_數學1上_IntegerAdditionOperation,0
8,26,jh_數學1上_IntegerAdditionOperation,1
8,83,jh_數學1上_CommonDivisibilityRules,1
8,23,jh_數學1上_IntegerAdditionOperation,1
8,24,jh_數學1上_IntegerAdditionOperation,1
8,88,jh_數學1上_CommonDivisibilityRules,0
8,56,jh_數學1上_FourArithmeticOperationsOfIntegers,1
8,25,jh_數學1上_IntegerAdditionOperation,1
8,20,jh_數學1上_IntegerAdditionOperation,1
8,24,jh_數學1上_IntegerAdditionOperation,1
8,83,jh_數學1上_CommonDivisibilityRules,1
8,91,jh_數學1上_CommonDivisibilityRules,0
8,59,jh_數學1上_FourArithmeticOperationsOfIntegers,1
8,55,jh_數學1上_FourArithmeticOperationsOfIntegers,1
8,25,jh_數學1上_IntegerAdditionOperation,1
8,84,jh_數學1上_CommonDivisibilityRules,1
8,53,jh_數學1上_FourArithmeticOperationsOfIntegers,1
8,63,jh_數學1上_FourArithmeticOperationsOfIntegers,0
8,61,jh_數學1上_FourArithmeticOperationsOfIntegers,1
8,58,jh_數學1上_FourArithmeticOperationsOfIntegers,1
8,58,jh_數學1上_FourArithmeticOperationsOfIntegers,0
8,89,jh_數學1上_CommonDivisibilityRules,1
8,87,jh_數學1上_CommonDivisibilityRules,1
8,88,jh_數學1上_CommonDivisibilityRules,1
8,61,jh_數學1上_FourArithmeticOperationsOfIntegers,0
8,53,jh_數學1上_FourArithmeticOperationsOfIntegers,0
8,23,jh_數學1上_IntegerAdditionOperation,1
8,24,jh_數學1上_IntegerAdditionOperation,0
8,19,jh_數學1上_IntegerAdditionOperation,1
8,253,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,0
8,245,jh_數學1下_DrawingGraphsOfTwoVariableLinearEquations,1
8,231,jh_數學1下_RectangularCoordinatePlaneAndCoordinateRepresentation,0
